	uniprot_ids	substrates
0	A0A1W6GW32	(2E,6E)-farnesyl-diphosphate
1	A0A1W6GW06	(2E,6E)-farnesyl-diphosphate
2	A0A1W6GW18	(2E,6E)-farnesyl-diphosphate
0	Q2XSC6	geranyl diphosphate
1	Q2XSC6	geranyl diphosphate
2	Q2XSC6	geranyl diphosphate
3	Q2XSC6	geranyl diphosphate
4	Q2XSC6	geranyl diphosphate
5	Q2XSC6	geranyl diphosphate
6	Q2XSC6	geranyl diphosphate
7	Q2XSC6	more
8	A0A1C9J6A7	geranyl diphosphate
9	Q8L5K3	geranyl diphosphate
10	Q8L5K3	geranyl diphosphate
11	Q9FUW5	geranyl diphosphate
12	Q9FUW5	geranyl diphosphate
13	Q9FUW5	more
14	Q8L5K1	geranyl diphosphate
0	A0A1B1KQP0	more
0	Q9XIZ0	trans,trans-farnesyl diphosphate
0	Q49SP6	(2E,6E)-farnesyl diphosphate
1	Q49SP6	H2O
2	Q9X839	(2E,6E)-farnesyl diphosphate
3	Q9X839	H2O
4	Q9X839	(2E,6E)-farnesyl diphosphate
5	Q9X839	H2O
6	Q82L49	(2E,6E)-farnesyl diphosphate
7	Q82L49	H2O
8	B0FLN6	(2E,6E)-farnesyl diphosphate
9	B0FLN6	H2O
10	B0FLN6	more
0	Q4U3F7	(2E,6E)-farnesyl diphosphate
1	B0FGA9	(2E,6E)-farnesyl diphosphate
2	F8UL80	(2E,6E)-farnesyl diphosphate
3	T1RRI5	(2E,6E)-farnesyl diphosphate
4	T1RRI5	more
5	T1RRJ6	(2E,6E)-farnesyl diphosphate
6	T1RRJ6	more
7	A0A0U1XRI2	(2E,6E)-farnesyl diphosphate
8	A0A0U1XNG2	(2E,6E)-farnesyl diphosphate
9	I1TE91	(2E,6E)-farnesyl diphosphate
10	Q8LSC3	2-trans,6-trans-farnesyl diphosphate
11	Q8LSC3	more
12	Q8LSC2	2-trans,6-trans-farnesyl diphosphate
13	Q8LSC2	more
14	Q6YN71	2-trans,6-trans-farnesyl diphosphate
15	Q9AR67	2-trans,6-trans-farnesyl diphosphate
16	Q9AR67	more
17	Q1PDD2	2-trans,6-trans-farnesyl diphosphate
18	Q1PDD2	more
0	Q9AR04	2-trans,6-trans-farnesyl diphosphate
1	Q9AR04	farnesyl diphosphate
2	Q9AR04	more
3	Q9AR04	(2E,6E)-farnesyl diphosphate
4	A2TEY7	(2E,6E)-farnesyl diphosphate
0	C0KWV7	geranyl diphosphate
1	C0KWV7	H2O
2	C0KWV5	geranyl diphosphate
3	C0KWV5	H2O
4	C0KWV3	geranyl diphosphate
5	C0KWV3	H2O
6	D4N3A0	geranyl diphosphate
7	D4N3A0	H2O
8	D4N3A1	geranyl diphosphate
9	D4N3A1	H2O
10	A0A2P6Q377	geranyl diphosphate
11	A0A2P6Q377	H2O
12	A0A2R3ZE38	geranyl diphosphate
13	A0A2R3ZE38	H2O
14	Q96376	geranyl diphosphate
15	Q96376	H2O
16	Q96376	geranyl diphosphate
17	Q96376	H2O
0	Q8H2B4	geranyl diphosphate
1	Q8H2B4	H2O
2	Q1XBU5	geranyl diphosphate
3	Q1XBU5	H2O
4	Q1XBU5	farnesyl diphosphate
5	A0A2Z4XFW0	geranyl diphosphate
6	A0A2Z4XFW0	H2O
0	Q9AR86	dimethylallyl diphosphate
1	Q9AR86	dimethylallyl diphosphate
2	Q50L36	more
3	Q50L36	dimethylallyl diphosphate
4	Q50L36	dimethylallyl diphosphate
5	A9Q7C9	dimethylallyl diphosphate
6	A9Q7C9	dimethylallyl diphosphate
7	A0PFK2	dimethylallyl diphosphate
8	A0PFK2	dimethylallyl diphosphate
9	D8UY76	dimethylallyl diphosphate
10	D8UY76	dimethylallyl diphosphate
11	Q7XAS7	dimethylallyl diphosphate
12	Q7XAS7	dimethylallyl diphosphate
0	Q0E088	ent-copalyl diphosphate
0	Q2QQJ5	more
1	Q2QQJ5	ent-copalyl diphosphate
2	Q2QQJ5	ent-copalyl diphosphate
3	A0A2Z6BAT9	ent-copalyl diphosphate
4	A0A1L7NUB5	ent-copalyl diphosphate
5	Q2QQJ5	ent-copalyl diphosphate
0	P0A731	dihydroxyacetone phosphate
1	P0A731	dihydroxyacetone phosphate
2	P0A731	glycerone phosphate
3	P0A731	more
4	B3VH91	glycerone phosphate
5	B3VH91	glycerone phosphate
6	B3VH91	dihydroxyacetone phosphate
7	B3VH91	dihydroxyacetone phosphate
8	P42980	glycerone phosphate
0	Q6Z5J6	ent-copalyl diphosphate
1	Q6Z5J6	ent-copalyl diphosphate
2	Q6Z5J6	more
3	Q5BCY6	ent-copalyl diphosphate
4	Q5BCY6	more
0	Q675L4	(+)-copalyl diphosphate
1	Q675L4	(+)-copalyl-diphosphate
2	Q675L4	(+)-copalyl-diphosphate
3	Q675L4	more
4	Q50EK2	(+)-copalyl-diphosphate
5	Q947C4	(+)-copalyl diphosphate
6	Q947C4	more
7	Q947C4	(+)-copalyl-diphosphate
0	Q6BDZ9	9alpha-copalyl diphosphate
1	A0A2Z6BAJ2	9alpha-copalyl diphosphate
2	Q6BDZ9	9alpha-copalyl diphosphate
0	Q1AHB2	9alpha-copalyl diphosphate
1	A0A2Z6BAT9	9alpha-copalyl diphosphate
2	A0A2Z6BAT9	9alpha-copalyl diphosphate
0	Q0JEZ8	9alpha-copalyl diphosphate
1	Q675L5	(+)-copalyl-diphosphate
2	A0A173M1U8	syn-copalyl diphosphate
0	Q9AJE3	terpentedienyl diphosphate
0	Q9K499	(2E,6E)-farnesyl diphosphate
1	Q9K499	(3R)-(Z)-nerolidyl diphosphate
2	Q82IV1	(2E,6E)-farnesyl diphosphate
3	Q9K498	(2E,6E)-farnesyl diphosphate
0	Q675L6	(2E,6E)-farnesyl diphosphate
1	O81086	(2E,6E)-farnesyl diphosphate
2	O81086	more
3	A0A097SRT3	(2E,6E)-farnesyl diphosphate
4	A0A097SRT3	more
5	A0A0A0RDZ8	(2E,6E)-farnesyl diphosphate
0	Q9LLR9	(2E,6E)-farnesyl diphosphate
1	Q9LLR9	H2O
2	Q9LLR9	(2E,6E)-farnesyl diphosphate
3	Q9LLR9	geranyl diphosphate
4	Q9LLR9	H2O
5	Q9LLR9	more
0	P07639	3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate
1	P07639	3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate
2	P9WPX9	3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate
3	P9WPX9	3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate
4	P56081	3-deoxy-D-arabino-heptulosonate 7-phosphate
5	Q8U0A8	3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate
6	Q8U0A8	3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate
0	Q0J7R9	(2E,6E)-farnesyl diphosphate
1	A0A125S8N2	(2E,6E)-farnesyl diphosphate
2	A0A125S8N2	more
3	A0A125S8N1	(2E,6E)-farnesyl diphosphate
4	A0A125S8N1	more
0	Q96WT2	9alpha-copalyl diphosphate
1	Q96WT2	H2O
0	A2PZA5	geranylgeranyl diphosphate
1	A2PZA5	(2E,6E)-farnesyl diphosphate
2	A2PZA5	geranyl diphosphate
3	C9K2Q3	geranylgeranyl diphosphate
0	Q675L5	copalyl diphosphate
1	Q675L5	(+)-copalyl diphosphate
2	Q675L5	more
3	A0A1Z3GCD1	(+)-copalyl diphosphate
