	uniprot_ids	substrates
0	P65870	7,8-dihydroneopterin 3'-triphosphate
1	P65870	H2O
2	P65870	sepiapterin
3	P65870	H2O
0	Q6KZI8	2-dehydro-3-deoxy-D-galactonate
1	Q6KZI8	2-dehydro-3-deoxy-D-galactonate
2	Q6KZI8	2-dehydro-3-deoxy-D-gluconate 6-phosphate
3	Q6KZI8	2-dehydro-3-deoxy-D-gluconate
0	Q47098	3-deoxy-D-manno-oct-2-ulosonic acid
1	Q47098	4-hydroxy-2-oxoheptanedioate
2	Q47098	4-hydroxy-2-oxohexanoate
3	Q47098	4-hydroxy-2-oxopentanoate
4	Q47098	4-hydroxy-2-oxopentanoic acid
5	Q47098	more
6	B1IS70	(S)-4-hydroxy-2-oxopentanoate
7	B1IS70	2-oxo-3-methyl-4-hydroxypentanoate
8	B1IS70	4-hydroxy-2-oxoheptane-1,7-dioate
0	P76469	2-dehydro-3-deoxy-L-rhamnonate
1	P76469	2-dehydro-3-deoxy-L-mannonate
2	P76469	2-dehydro-3-deoxy-L-lyxonate
3	P76469	2-oxobutanoate
4	P76469	benzyl (2R)-2-formylpyrrolidine-1-carboxylate
5	P76469	2-oxobutanoate
6	P76469	benzyl (2S)-2-formylpyrrolidine-1-carboxylate
7	P76469	2-oxobutanoate
8	P76469	benzyl [(2R)-1-oxopropan-2-yl]carbamate
9	P76469	2-oxobutanoate
10	P76469	benzyl [(2S)-1-oxopropan-2-yl]carbamate
11	P76469	2-oxooctanoate
12	P76469	benzyl [(2R)-1-oxopropan-2-yl]carbamate
13	P76469	2-oxooctanoate
14	P76469	benzyl [(2S)-1-oxopropan-2-yl]carbamate
15	P76469	2-oxopentanoate
16	P76469	benzyl (2R)-2-formylpyrrolidine-1-carboxylate
17	P76469	2-oxopentanoate
18	P76469	benzyl (2S)-2-formylpyrrolidine-1-carboxylate
19	P76469	2-oxopentanoate
20	P76469	benzyl [(2R)-1-oxopropan-2-yl]carbamate
21	P76469	2-oxopentanoate
22	P76469	benzyl [(2S)-1-oxopropan-2-yl]carbamate
23	P76469	4-(methylsulfanyl)-2-oxobutanoate
24	P76469	benzyl [(2R)-1-oxopropan-2-yl]carbamate
25	P76469	4-(methylsulfanyl)-2-oxobutanoate
26	P76469	benzyl [(2S)-1-oxopropan-2-yl]carbamate
27	P76469	4-hydroxy-2-oxoheptane-1,7-dioate
28	P76469	4-hydroxy-2-oxohexanoate
29	P76469	4-hydroxy-2-oxopentanoate
30	P76469	4-methyl-2-oxopentanoate
31	P76469	benzyl [(2R)-1-oxopropan-2-yl]carbamate
32	P76469	4-methyl-2-oxopentanoate
33	P76469	benzyl [(2S)-1-oxopropan-2-yl]carbamate
34	P76469	benzyl (1-oxobutan-2-yl)carbamate
35	P76469	2-oxopropanoate
36	P76469	benzyl (1-oxopropan-2-yl)carbamate
37	P76469	2-oxopropanoate
38	P76469	benzyl (2-oxoethyl)carbamate
39	P76469	2-oxopropanoate
40	P76469	benzyl (3-methyl-1-oxobutan-2-yl)carbamate
41	P76469	2-oxopropanoate
42	P76469	benzyl (3-oxopropyl)carbamate
43	P76469	2-oxopropanoate
44	P76469	benzyl (4-methyl-1-oxopentan-2-yl)carbamate
45	P76469	2-oxopropanoate
46	P76469	benzyl 2-formylpyrrolidine-1-carboxylate
47	P76469	2-oxopropanoate
48	P76469	benzyl [(3S)-3-methyl-1-oxopentan-2-yl]carbamate
49	P76469	2-oxopropanoate
50	P76469	pyruvate
51	P76469	(S)-lactaldehyde
0	A6Y9S5	2-dehydro-3-deoxy-L-galactonate
1	A6Y9S5	more
2	A6Y9S5	pyruvate
3	A6Y9S5	L-glyceraldehyde
4	A6Y9S5	pyruvate
5	A6Y9S5	glycolaldehyde
6	A6Y9S5	pyruvate
7	A6Y9S5	methylglyoxal
0	Q4JC35	pyruvate
1	Q4JC35	D-glyceraldehyde
2	Q4JC35	pyruvate
3	Q4JC35	D-glyceraldehyde
4	Q4JC35	more
5	Q4JC35	pyruvate
6	Q4JC35	D-glyceraldehyde
7	Q4JC35	pyruvate
8	Q4JC35	D-glyceraldehyde
9	Q4JC35	pyruvate
10	Q4JC35	D-glyceraldehyde 3-phosphate
11	Q4JC35	Pyruvate
12	Q4JC35	glyoxylate
13	Q4JC35	pyruvate
14	Q4JC35	2-azidoacetaldehyde
15	Q4JC35	pyruvate
16	Q4JC35	3-azido-2-hydroxypropanal
17	Q4JC35	pyruvate
18	Q4JC35	D-glyceraldehyde 3-phosphate
19	Q4JC35	pyruvate
20	Q4JC35	glycolaldehyde
21	Q4JC35	pyruvate
22	Q4JC35	glycolaldehyde
23	Q4JC35	pyruvate
24	Q4JC35	glycolaldehyde
25	F9VPG1	pyruvate
26	F9VPG1	D-glyceraldehyde
27	F9VPG1	pyruvate
28	F9VPG1	D-glyceraldehyde
29	F9VPG1	pyruvate
30	F9VPG1	D-glyceraldehyde
31	F9VPG1	pyruvate
32	F9VPG1	D-glyceraldehyde
33	O54288	pyruvate
34	O54288	D-glyceraldehyde
35	O54288	pyruvate
36	O54288	D-glyceraldehyde
37	O54288	2-dehydro-3-deoxy-D-galactonate
