	uniprot_ids	substrates
0	Q8L208	more
1	Q8L208	(S)-2-hydroxy-2-methyl-3-oxobutanoate
2	P23616	(2R,3R)-[(2R)-3-hydroxy-2-(hydroxy-kappaO)-2-methylbutanoic acid-kappaO]zinc(2+)
3	P23616	(2R,3S)-[(2R)-3-hydroxy-2-(hydroxy-kappaO)-2-methylbutanoic acid-kappaO]zinc(2+)
4	P23616	(2S,3R)-[(2S)-3-hydroxy-2-(hydroxy-kappaO)-2-methylbutanoic acid-kappaO]zinc(2+)
5	P23616	(2S,3S)-[(2R)-3-hydroxy-2-(hydroxy-kappaO)-2-methylbutanoic acid-kappaO]zinc(2+)
6	P23616	(2S,3S)-[(2S)-3-hydroxy-2-(hydroxy-kappaO)-2-methylbutanoic acid-kappaO]zinc(2+)
7	P23616	(2S)-2-hydroxy-2-methyl-3-oxobutanoate
8	P23616	(2S)-2-hydroxy-2-methyl-3-oxobutanoate
9	P23616	more
10	P23616	(2R)-2-hydroxy-2-methyl-3-oxobutanoate
11	P23616	(2R)-2-hydroxy-2-methyl-3-oxobutanoate
12	Q04777	(2S)-2-hydroxy-2-methyl-3-oxobutanoate
13	Q04777	(2S)-2-hydroxy-2-methyl-3-oxobutanoate
14	Q53405	(2S)-2-hydroxy-2-methyl-3-oxobutanoate
15	Q53405	(2S)-2-hydroxy-2-methyl-3-oxobutanoate
0	Q96286	S-adenosyl-L-methionine
1	Q96286	L-lysine
2	O76240	S-adenosyl-L-methionine
3	Q42613	more
4	O49972	more
5	Q9SDM8	more
6	Q6QJ69	more
7	Q852S9	more
8	Q852S8	more
9	P17707	S-adenosyl-L-methionine
10	Q9WZC3	S-adenosyl-L-methionine
11	Q96555	S-adenosyl-L-methionine
12	Q0JC10	S-adenosyl-L-methionine
13	Q04694	S-adenosyl-L-methionine
14	O66615	S-adenosyl-L-methionine
15	A5HNV7	S-adenosyl-L-methionine
16	P0DMN7	S-adenosyl-L-methionine
17	O02655	S-adenosyl-L-methionine
18	Q9UWY8	S-adenosyl-L-methionine
19	Q25264	S-adenosyl-L-methionine
20	Q841K9	S-adenosyl-L-methionine
0	T1PRE6	6-methylsalicylate
0	Q88JU5	more
1	Q88JU5	L-phenylalanine
2	Q1JTV5	L-phenylalanine
3	Q1JTV5	L-Tyrosine
4	A0A1D6FGI6	L-phenylalanine
5	A0A1D6H1J3	L-phenylalanine
0	A0A0G4DBU7	L-methionine
1	A0A0G4DBU7	L-norleucine
2	A0A0G4DBU7	S-methyl-L-cysteine
0	A0A060TAG5	more
1	A0A060TAG5	protocatechuic acid
2	A0A060TAG5	gallic acid
0	B3IUN8	cis-aconitate
1	B3IUN8	cis-aconitate
2	A6NK06	cis-aconitate
3	A6NK06	cis-aconitate
4	P54987	cis-aconitate
5	P54987	cis-aconitate
6	A0A223A3W7	cis-aconitate
7	A0A223A3W7	cis-aconitate
0	C0H3U9	4-Hydroxybenzoate
1	C0H3U9	4-Hydroxybenzoate
2	C0H3U9	more
3	C0H3U9	3-methoxy-4-hydroxybenzoate
0	P16932	2-Aminoisobutanoate
1	P16932	pyruvate
2	P16932	2,2-dialkylglycine
3	P16932	pyruvate
0	Q9GPP8	Phosphatidyl-L-serine
1	Q84V22	Phosphatidyl-L-serine
2	F4KAK5	Phosphatidyl-L-serine
3	A4GNA8	Phosphatidyl-L-serine
4	Q9FDI9	Phosphatidyl-L-serine
5	P39006	Phosphatidyl-L-serine
6	P0CD79	Phosphatidyl-L-serine
0	P37352	5-Oxopent-3-ene-1,2,5-tricarboxylate
0	Q9AGK2	3,4-dihydroxyphthalate
1	Q9AGK2	more
0	P20906	Benzoylformate
1	P20906	more
2	P20906	2-oxohexanoate
3	P20906	4-methylthio-2-oxobutanoate
4	P20906	Benzoylformate
5	P20906	Benzoylformate
6	P20906	acetaldehyde
7	P20906	benzaldehyde
8	P20906	acetaldehyde
9	P20906	benzaldehyde
10	P20906	acetaldehyde
11	P20906	benzaldehyde
12	P20906	acetaldehyde
13	P20906	benzaldehyde
14	P20906	benzaldehyde
15	P20906	benzaldehyde
16	P20906	benzaldehyde
17	P20906	benzylformate
18	P20906	phenylglyoxylate
19	P20906	phenylglyoxylate
20	P20906	(E)-2-oxo-4(pyridin-3-yl)-3-butenoic acid
21	P20906	(E)-2-oxo-4(pyridin-3-yl)-3-butenoic acid
22	P20906	2-ketohexanoate
23	P20906	2-ketopentanoate
24	P20906	2-oxo-3-phenylpropanoic acid
25	P20906	2-oxo-4-methylhexanoic acid
26	P20906	2-oxo-4-methylpentanoic acid
27	P20906	2-oxo-4-phenylbutanoic acid
28	P20906	2-oxo-5-phenylpentanoic acid
29	P20906	2-oxobutanoate
30	P20906	2-oxobutanoic acid
31	P20906	2-oxohexanoic acid
32	P20906	2-oxopentanoate
33	P20906	2-oxopentanoic acid
34	P20906	3-ethoxy-4-hydroxybenzoylformate
35	P20906	3-methyl-2-oxobutanoate
36	P20906	3-methyl-2-oxobutanoic acid
37	P20906	3-methyl-2-oxopentanoate
38	P20906	3-methyl-2-oxopentanoic acid
39	P20906	4,4-dimethyl-2-oxopentanoic acid
40	P20906	4-methyl-2-oxopentanoate
41	P20906	Phenylpyruvate
42	P20906	benzaldehyde
43	P20906	acetaldehyde
44	P20906	benzaldehyde
45	P20906	acetaldehyde
46	P20906	butyraldehyde
47	P20906	m-bromo-benzoylformate
48	P20906	m-chloro-benzoylformate
49	P20906	m-fluoro-benzoylformate
50	P20906	m-methoxy-benzoylformate
51	P20906	m-methyl-benzoylformate
52	P20906	methyl benzoylphosphonate
53	P20906	o-bromo-benzoylformate
54	P20906	o-chloro-benzoylformate
55	P20906	o-fluoro-benzoylformate
56	P20906	o-methoxy-benzoylformate
57	P20906	o-methyl-benzoylformate
58	P20906	o-methylbenzaldehyde
59	P20906	acetaldehyde
60	P20906	p-bromo-benzoylformate
61	P20906	p-chloro-benzoylformate
62	P20906	p-fluoro-benzoylformate
63	P20906	p-methoxy-benzoylformate
64	P20906	p-methyl-benzoylformate
65	P20906	p-nitro-benzoylformate
66	P20906	propionaldehyde
67	P20906	pyruvate
0	A0R2B1	2-oxoglutarate
1	A0R3B1	2-oxoglutarate
0	Q04789	more
1	Q04789	2-oxoisovalerate
2	Q684J7	more
3	Q684J7	2-oxoisovalerate
4	Q684J7	Phenylpyruvate
5	Q684J7	2-oxoisocaproate
6	Q684J7	2-oxomethylvalerate
7	Q9HIA4	more
8	Q9HIA4	3-methyl-2-oxobutanoate
9	Q9HIA4	3-methyl-2-oxopentanoate
10	Q9HIA4	4-methyl-2-oxopentanoate
11	Q9HIA4	pyruvate
12	Q6QBS4	2-oxoisovalerate
13	Q6QBS4	2-oxobutanoic acid
14	Q6QBS4	2-oxohexanoic acid
15	Q6QBS4	2-oxopentanoic acid
16	Q6QBS4	3-methyl-2-oxobutanoic acid
17	Q6QBS4	3-methyl-2-oxopentanoic acid
18	Q6QBS4	4-methyl-2-oxopentanoic acid
19	Q6QBS4	Phenylpyruvate
20	Q6QBS4	2-oxobutanoate
21	Q6QBS4	2-oxopentanoate
22	Q6QBS4	3-methyl-2-oxobutanoate
23	Q6QBS4	4-methylthio-2-oxobutanoate
24	Q6QBS4	4-methylthio-2-oxobutanoic acid
25	Q6QBS4	alpha-isocaproic acid
26	Q6QBS4	2-oxoisocaproate
27	Q6QBS4	2-oxomethylvalerate
28	Q6QBS4	pyruvate
29	P9WG37	more
30	P9WG37	Phenylpyruvate
31	P9WG37	pyruvate
32	P9WG37	(indol-3-yl)pyruvate
33	P9WG37	2-oxo-3-methylpentanoate
34	P9WG37	2-oxobutyrate
35	P9WG37	2-oxohexanoate
36	P9WG37	2-oxoisohexanoate
37	P9WG37	2-oxoisopentanoate
38	P9WG37	2-oxopentanoate
39	P9WG37	4-hydroxyphenylpyruvate
40	P9WG37	benzoylformate
0	C5ARG4	3-(indol-3-yl)pyruvate
1	C5ARG4	pyruvate
2	C5ARG4	4-hydroxyphenylpyruvate
3	C5ARG4	Benzoylformate
4	P51852	(indol-3-yl)pyruvate
5	P51852	3-(indol-3-yl)pyruvate
0	Q05115	more
1	Q05115	Phenylmalonate
2	Q05115	2-phenyl-2-methylmalonate
3	Q05115	(1-benzothiophen-5-yl)(hydroxy)propanedioic acid
4	Q05115	(1E)-but-1-en-1-yl(methyl)propanedioic acid
5	Q05115	(6-methoxynaphthalen-2-yl)(methyl)propanedioic acid
6	Q05115	2(thien-2-yl) malonate
7	Q05115	2-(2-fluoro-4-biphenyl)-2-methylmalonate
8	Q05115	2-(2-fluoro-4-biphenyl)-2-methylmalonate
9	Q05115	2-(furan-2-yl) malonic acid
10	Q05115	2-amino-2-vinylmalonate
11	Q05115	2-aminophenylmalonate
12	Q05115	2-aryl-2-methylmalonate
13	Q05115	2-hydroxy-2-phenylmalonic acid
14	Q05115	2-hydroxy-2-phenylmalonic acid
15	Q05115	2-hydroxymalonate
16	Q05115	2-methyl-2-(naphthalen-2-yl)malonate
17	Q05115	2-methyl-2-(thien-2-yl)malonate
18	Q05115	2-methyl-2-phenylmalonate
19	Q05115	2-methyl-2-vinylmalonic acid
20	Q05115	2-phenylmalonate
21	Q05115	2-vinyl-2-methylmalonic acid
22	Q05115	2-vinyl-2-methylmalonic acid
23	Q05115	alpha-aryl-alpha-methylmalonate
24	Q05115	amino(phenyl)propanedioic acid
25	Q05115	hydroxy(2-methylprop-1-en-1-yl)propanedioic acid
26	Q05115	hydroxy(pyridin-3-yl)propanedioic acid
27	Q05115	hydroxy(thiophen-2-yl)propanedioic acid
28	Q05115	hydroxy[(1E)-prop-1-en-1-yl]propanedioic acid
29	Q05115	methyl(2-methylprop-1-en-1-yl)propanedioic acid
30	Q05115	methyl(naphthalen-2-yl)propanedioic acid
31	Q05115	methyl(phenyl)propanedioic acid
32	Q05115	methyl(phenyl)propanedioic acid
33	Q05115	methyl[(1E)-prop-1-en-1-yl]propanedioic acid
34	Q05115	2-aryl-2-methylmalonate
35	A0A0H3LJU9	Phenylmalonate
36	A0A0H3LJU9	2-aryl-2-methylmalonate
37	O58713	Phenylmalonate
38	O58713	2-aryl-2-methylmalonate
0	B0VXM8	4-Oxalocrotonate
1	Q1XGK3	(3E)-2-oxohex-3-enedioate
0	P58415	3-sulfopyruvate
1	A3SN11	3-sulfopyruvate
0	Q75PZ0	Oxalyl-CoA
1	A4PE17	Oxalyl-CoA
2	D1NS77	Oxalyl-CoA
3	D4C4C5	Oxalyl-CoA
4	B2T9D2	Oxalyl-CoA
5	Q31Y98	Oxalyl-CoA
6	B9X297	Oxalyl-CoA
7	P0AFI0	Oxalyl-CoA
8	C3XBB9	Oxalyl-CoA
9	C2E3B5	Oxalyl-CoA
10	P40149	Oxalyl-CoA
11	A4YXN1	Oxalyl-CoA
0	P97084	L-threonine O-3-phosphate
1	P97084	more
2	W6EE14	L-threonine O-3-phosphate
3	W6EE14	L-serine O-3-phosphate
4	Q8PVB1	L-threonine O-3-phosphate
5	Q8PVB1	more
0	Q9F768	3-phosphonopyruvate
1	Q9F768	3-phosphonopyruvate
2	Q9F768	pyruvate
3	Q9F768	sulfopyruvate
4	O86938	3-phosphonopyruvate
5	O86938	3-phosphonopyruvate
6	O86938	more
7	Q54271	3-phosphonopyruvate
8	Q54271	3-phosphonopyruvate
0	Q84F16	(4-hydroxyphenyl)acetate
1	Q84F16	H+
2	Q84F15	(4-hydroxyphenyl)acetate
3	Q84F15	H+
4	Q84F14	(4-hydroxyphenyl)acetate
5	Q84F14	H+
6	Q38HX4	(3,4-dihydroxyphenyl)acetate
7	Q38HX4	H+
0	P30046	D-dopachrome
1	P80254	D-dopachrome
2	P80254	more
0	P39304	3-dehydro-L-gulonate 6-phosphate
1	P39304	H+
2	P39304	3-dehydro-L-gulonate 6-phosphate
3	P39304	H+
4	P39304	more
0	Q9S0P8	L-2,4-diaminobutanoate
1	P56744	L-2,4-diaminobutanoate
2	P56744	L-ornithine
3	P56744	4-aminobutanoate
4	P56744	L-2,4-diaminobutanoate
5	P56744	2-oxoglutarate
6	P56744	L-lysine
7	P56744	more
8	Q3M985	L-2,4-diaminobutanoate
9	Q3M985	L-lysine
0	O54416	malonyl-CoA
1	O54416	H+
0	Q9I6S7	malonate
1	Q9I6S7	H+
0	Q9ZIP6	Malonyl-CoA
1	Q9ZIP6	Malonyl-CoA
2	Q9ZIP6	Malonyl-CoA
3	O95822	more
4	O95822	Malonyl-CoA
5	O95822	Malonyl-CoA
6	O95822	Malonyl-CoA
7	B9K0V9	Malonyl-CoA
8	B9K0V9	Malonyl-CoA
9	B9K0V9	Malonyl-CoA
10	Q1LJK6	Malonyl-CoA
11	Q1LJK6	Malonyl-CoA
12	Q1LJK6	Malonyl-CoA
13	Q99J39	Malonyl-CoA
14	Q99J39	Malonyl-CoA
15	Q99J39	Malonyl-CoA
16	Q920F5	Malonyl-CoA
17	Q920F5	Malonyl-CoA
18	Q920F5	Malonyl-CoA
0	Q8IA33	more
1	Q8IA33	L-glutamate
2	Q8IA33	CO2
3	Q8IA33	O2
4	Q8IA33	vitamin K hydroquinone
5	Q8IA33	L-glutamate
6	Q8IA33	CO2
7	Q8IA33	O2
8	Q8IA33	vitamin K hydroquinone
9	Q8IA33	28-residue peptides based on residues -18 to +10 of human proprothrombin
10	Q8IA33	CO2
11	Q8IA33	O2
12	Q8IA33	reduced vitamin K1
13	Q8IA33	FLEEL
14	Q8IA33	CO2
15	Q8IA33	O2
16	Q8IA33	reduced vitamin K1
17	Q8IA33	conotoxin epsilon-TxIX
18	Q8IA33	CO2
19	Q8IA33	O2
20	Q8IA33	vitamin KH2
21	Q8IA33	e-TxIX12
22	Q8IA33	CO2
23	Q8IA33	O2
24	Q8IA33	vitamin KH2
25	Q8IA33	precursor analog containing 12 of the propeptide region
26	Q8IA33	CO2
27	Q8IA33	O2
28	Q8IA33	reduced vitamin K1
29	Q8IA33	precursor analog containing 29 amino acids of the propeptide region
30	Q8IA33	CO2
31	Q8IA33	O2
32	Q8IA33	reduced vitamin K1
33	Q8IA33	pro-e-TxIX/12
34	Q8IA33	CO2
35	Q8IA33	O2
36	Q8IA33	vitamin KH2
37	Q8IA33	pro-e-TxIX/24
38	Q8IA33	CO2
39	Q8IA33	O2
40	Q8IA33	vitamin KH2
41	Q8IA33	pro-e-TxIX/41
42	Q8IA33	CO2
43	Q8IA33	O2
44	Q8IA33	vitamin KH2
45	Q8IA33	proFIX18
46	Q8IA33	CO2
47	Q8IA33	O2
48	Q8IA33	vitamin KH2
49	Q8IA33	proFIX28
50	Q8IA33	CO2
51	Q8IA33	O2
52	Q8IA33	vitamin KH2
53	Q8IA33	proFactor IX
54	Q8IA33	CO2
55	Q8IA33	O2
56	Q8IA33	reduced vitamin K1
57	Q8IA33	proPT18
58	Q8IA33	CO2
59	Q8IA33	O2
60	Q8IA33	vitamin KH2
61	Q8IA33	proPT28
62	Q8IA33	CO2
63	Q8IA33	O2
64	Q8IA33	vitamin KH2
65	Q8IA33	FLEEL
66	Q8IA33	CO2
67	Q8IA33	O2
68	Q8IA33	vitamin KH2
69	A7YA96	L-glutamate
70	A7YA96	CO2
71	A7YA96	O2
72	A7YA96	vitamin K hydroquinone
73	A7YA96	L-glutamate
74	A7YA96	CO2
75	A7YA96	O2
76	A7YA96	vitamin K hydroquinone
77	P38435	more
78	P38435	L-glutamate
79	P38435	CO2
80	P38435	O2
81	P38435	vitamin K hydroquinone
82	P38435	L-glutamate
83	P38435	CO2
84	P38435	O2
85	P38435	vitamin K hydroquinone
86	P38435	FLEEL
87	P38435	CO2
88	P38435	O2
89	P38435	proFIX 19
90	P38435	L-glutamate
91	P38435	CO2
92	P38435	O2
93	P38435	vitamin K hydroquinone
94	P38435	FLEEL
95	P38435	CO2
96	P38435	O2
97	P38435	vitamin K hydroquinone
98	P38435	FLEEL
99	P38435	CO2
100	P38435	O2
101	P38435	ammonium sulfate
102	P38435	FLEEL
103	P38435	CO2
104	P38435	O2
105	P38435	vitamin KH2
106	Q07175	more
107	Q07175	L-glutamate
108	Q07175	CO2
109	Q07175	O2
110	Q07175	vitamin K hydroquinone
111	Q07175	L-glutamate
112	Q07175	CO2
113	Q07175	O2
114	Q07175	vitamin K hydroquinone
115	Q07175	L-glutamate
116	Q07175	CO2
117	Q07175	O2
118	Q07175	vitamin K hydroquinone
119	Q07175	FLEEL
120	Q07175	CO2
121	Q07175	O2
122	Q07175	vitamin K hydroquinone
123	Q07175	FLEEL
124	Q07175	CO2
125	Q07175	O2
126	Q07175	vitamin KH2
127	Q07175	4-benzoyl-L-phenylalanine
128	Q07175	CO2
129	Q07175	O2
130	Q07175	vitamin K hydroquinone
131	Q07175	CDADWVEGYSMEYLSR
132	Q07175	CO2
133	Q07175	O2
134	Q07175	vitamin K hydroquinone
135	Q07175	CGRPSLEQLAQEVTYA
136	Q07175	CO2
137	Q07175	O2
138	Q07175	vitamin K hydroquinone
139	Q07175	FLEEL
140	Q07175	CO2
141	Q07175	O2
142	Q07175	phylloquinone
143	Q07175	FLEEV
144	Q07175	CO2
145	Q07175	O2
146	Q07175	vitamin K hydroquinone
147	Q07175	N-(bromoacetyl)-FLEELY
148	Q07175	CO2
149	Q07175	O2
150	Q07175	vitamin KH2
151	Q07175	ProFIX 19-6BPA
152	Q07175	CO2
153	Q07175	O2
154	Q07175	FLEEL
155	Q07175	vitamin KH2
156	Q07175	ProFIX 19-7BPA
157	Q07175	CO2
158	Q07175	O2
159	Q07175	FLEEL
160	Q07175	vitamin KH2
161	Q07175	ProFIX19-13BPA
162	Q07175	CO2
163	Q07175	O2
164	Q07175	FLEEL
165	Q07175	vitamin KH2
166	Q07175	ProFIX19-16BPA
167	Q07175	CO2
168	Q07175	O2
169	Q07175	FLEEL
170	Q07175	vitamin KH2
171	Q07175	TVFLDHENANKILNRPKRANTBLEEVRK
172	Q07175	CO2
173	Q07175	O2
174	Q07175	vitamin K hydroquinone
175	Q07175	TVFLDHENANKILNRPKRYNTBLEEVRK
176	Q07175	CO2
177	Q07175	O2
178	Q07175	vitamin K hydroquinone
179	Q07175	YVFLDHQDADANLILNRPKR
180	Q07175	CO2
181	Q07175	O2
182	Q07175	vitamin KH2
183	Q07175	pro-FIX19
184	Q07175	CO2
185	Q07175	O2
186	Q07175	vitamin K hydroquinone
187	Q07175	pro-FIX19-16BPA
188	Q07175	CO2
189	Q07175	O2
190	Q07175	vitamin K hydroquinone
191	Q07175	proFIX 19
192	Q07175	CO2
193	Q07175	O2
194	Q07175	vitamin K hydroquinone
195	Q07175	proFIX/PT28
196	Q07175	CO2
197	Q07175	O2
198	Q07175	vitamin K hydroquinone
199	Q07175	proFIX19
200	Q07175	CO2
201	Q07175	O2
202	Q07175	FLEEL
203	Q07175	vitamin KH2
204	Q07175	proFIXl9
205	Q07175	CO2
206	Q07175	O2
207	Q07175	vitamin KH2
208	Q07175	proPT28
209	Q07175	CO2
210	Q07175	O2
211	Q07175	FLEEL
212	Q07175	vitamin KH2
213	Q07175	proPT28
214	Q07175	CO2
215	Q07175	O2
216	Q07175	vitamin K hydroquinone
217	Q07175	proPTl8
218	Q07175	CO2
219	Q07175	O2
220	Q07175	FLEEL
221	Q07175	vitamin KH2
222	O88496	more
223	O88496	L-glutamate
224	O88496	CO2
225	O88496	O2
226	O88496	vitamin K hydroquinone
227	O88496	L-glutamate
228	O88496	CO2
229	O88496	O2
230	O88496	vitamin K hydroquinone
231	O88496	osteocalcin
232	O88496	reduced vitamin K
233	O88496	CO2
234	O88496	O2
235	Q9W0C4	more
236	Q9W0C4	L-glutamate
237	Q9W0C4	CO2
238	Q9W0C4	O2
239	Q9W0C4	vitamin K hydroquinone
240	Q9W0C4	L-glutamate
241	Q9W0C4	CO2
242	Q9W0C4	O2
243	Q9W0C4	vitamin K hydroquinone
244	Q9W0C4	FLEEL
245	Q9W0C4	CO2
246	Q9W0C4	O2
247	Q9W0C4	vitamin K hydroquinone
248	Q9W0C4	GKDRLTQMKRILKQRGNKARGEEELY
249	Q9W0C4	CO2
250	Q9W0C4	O2
251	Q9W0C4	vitamin K hydroquinone
252	Q9W0C4	conantokin G
253	Q9W0C4	CO2
254	Q9W0C4	O2
255	Q9W0C4	vitamin K hydroquinone
0	P0CT50	ginkgolic acid C15:1
0	Q8A9Z1	carboxyspermidine
0	A6T925	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate
1	A1L259	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate
2	Q9LVM5	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate
0	Q489U8	3-octaprenyl-4-hydroxybenzoate
1	Q489U8	more
2	Q489U8	a 4-hydroxy-3-polyprenylbenzoate
3	P69772	3-octaprenyl-4-hydroxybenzoate
4	P69772	a 4-hydroxy-3-polyprenylbenzoate
0	D4GXZ3	ATP
1	D4GXZ3	mevalonate 5-phosphate
0	B7VF77	more
1	B7VF77	cyanide
2	B7VF77	2-naphthaldehyde
3	B7VF77	cyanide
4	B7VF77	isobutyraldehyde
5	B7VF77	cyanide
6	B7VF77	p-anisaldehyde
7	B7VF77	cyanide
8	B7VF77	piperonal
9	B7VF77	cyanide
10	B7VF77	pivaldehyde
11	B7VF77	cyanide
12	B7VF77	propionaldehyde
13	B7VF77	cyanide
14	B7VF77	benzaldehyde
15	B7VF77	cyanide
16	B7VF77	benzaldehyde
17	O24243	(R)-mandelonitrile
18	O24243	(R)-mandelonitrile
19	O24243	cyanide
20	O24243	benzaldehyde
21	O24243	cyanide
22	O24243	benzaldehyde
23	O24243	cyanide
24	O24243	butanal
25	O24243	cyanide
26	O24243	pentan-2-one
27	O24243	cyanide
28	O24243	thiophene-2-carbaldehyde
29	Q9LFT6	(R)-mandelonitrile
30	Q9LFT6	(R)-mandelonitrile
31	Q9LFT6	more
32	Q9LFT6	HCN
33	Q9LFT6	benzaldehyde
34	Q9LFT6	cyanide
35	Q9LFT6	(2E)-hex-2-enal
36	Q9LFT6	cyanide
37	Q9LFT6	2-bromobenzaldehyde
38	Q9LFT6	cyanide
39	Q9LFT6	2-fluorobenzaldehyde
40	Q9LFT6	cyanide
41	Q9LFT6	2-iodobenzaldehyde
42	Q9LFT6	cyanide
43	Q9LFT6	3-bromobenzaldehyde
44	Q9LFT6	cyanide
45	Q9LFT6	3-chlorobenzaldehyde
46	Q9LFT6	cyanide
47	Q9LFT6	3-fluorobenzaldehyde
48	Q9LFT6	cyanide
49	Q9LFT6	3-iodobenzaldehyde
50	Q9LFT6	cyanide
51	Q9LFT6	3-phenoxybenzaldehyde
52	Q9LFT6	cyanide
53	Q9LFT6	4-chlorobenzaldehyde
54	Q9LFT6	cyanide
55	Q9LFT6	4-fluorobenzaldehyde
56	Q9LFT6	cyanide
57	Q9LFT6	4-hydroxybenzaldehyde
58	Q9LFT6	cyanide
59	Q9LFT6	4-iodobenzaldehyde
60	Q9LFT6	cyanide
61	Q9LFT6	6-methylhept-5-en-2-one
62	Q9LFT6	cyanide
63	Q9LFT6	cyclohexanone
64	Q9LFT6	cyanide
65	Q9LFT6	decanal
66	Q9LFT6	cyanide
67	Q9LFT6	hexanal
68	Q9LFT6	cyanide
69	Q9LFT6	thiophene-2-carbaldehyde
70	Q9LFT6	nitromethane
71	Q9LFT6	2-chlorobenzaldehyde
72	Q9LFT6	nitromethane
73	Q9LFT6	3-methoxybenzaldehyde
74	Q9LFT6	nitromethane
75	Q9LFT6	4-fluorobenzaldehyde
76	Q9LFT6	nitromethane
77	Q9LFT6	benzaldehyde
78	Q9LFT6	cyanide
79	Q9LFT6	4-bromobenzaldehyde
80	Q9LFT6	cyanide
81	Q9LFT6	3-phenylpropanal
82	Q9LFT6	cyanide
83	Q9LFT6	2-chlorobenzaldehyde
84	Q9LFT6	cyanide
85	Q9LFT6	phenylacetaldehyde
86	Q9LFT6	cyanide
87	Q9LFT6	4-methoxybenzaldehyde
88	Q9LFT6	cyanide
89	Q9LFT6	4-methoxybenzaldehyde
90	Q9LFT6	cyanide
91	Q9LFT6	benzaldehyde
92	Q9LFT6	cyanide
93	Q9LFT6	benzaldehyde
94	Q9LFT6	cyanide
95	Q9LFT6	hexan-2-one
96	Q9LFT6	cyanide
97	Q9LFT6	hexan-2-one
98	Q9LFT6	HCN
99	Q9LFT6	2-chlorobenzaldehyde
100	P52706	(R)-mandelonitrile
101	P52706	(R)-mandelonitrile
102	B9X0I2	cyanide
103	B9X0I2	benzaldehyde
104	B9X0I2	cyanide
105	B9X0I2	benzaldehyde
106	B9X0I1	cyanide
107	B9X0I1	benzaldehyde
108	B9X0I1	cyanide
109	B9X0I1	benzaldehyde
110	G9DE15	(R)-mandelonitrile
111	G9DE15	(R)-mandelonitrile
112	G9DE15	cyanide
113	G9DE15	benzaldehyde
114	G9DE15	cyanide
115	G9DE15	benzaldehyde
