	uniprot_ids	substrates
0	P0CT21	chanoclavine-I aldehyde
1	P0CT21	NADH
2	P0CT21	H+
3	P0CT21	chanoclavine-I aldehyde
4	P0CT21	NADPH
5	P0CT21	H+
0	C5B2R8	7,8-dihydromethanopterin
1	C5B2R8	NAD(P)H
2	C5B2R8	H+
0	M4ZRJ3	2-methyl-1-pyrroline
1	M4ZRJ3	NADPH
2	M4ZRJ3	H+
3	M4ZRJ3	2-methyl-1-pyrroline
4	M4ZRJ3	NADPH
5	M4ZRJ3	H+
6	M4ZRJ3	more
7	M4ZRJ3	1,2-dimethyl-3,4-dihydroisoquinolin-2-ium
8	M4ZRJ3	NADPH
9	M4ZRJ3	H+
10	M4ZRJ3	1-methyl-3,4-dihydroisoquinoline
11	M4ZRJ3	NADPH
12	M4ZRJ3	H+
13	M4ZRJ3	2-cyclohexyl-1-pyrroline
14	M4ZRJ3	NADPH
15	M4ZRJ3	H+
16	M4ZRJ3	2-methyl-3,4-dihydroisoquinolin-2-ium
17	M4ZRJ3	NADPH
18	M4ZRJ3	H+
19	M4ZRJ3	2-phenyl-1-pyrroline
20	M4ZRJ3	NADPH
21	M4ZRJ3	H+
22	M4ZRJ3	3,4-dihydroisoquinoline
23	M4ZRJ3	NADPH
24	M4ZRJ3	H+
25	M4ZRJ3	5-(4-fluorophenyl)-3,4-dihydro-2H-pyrrole
26	M4ZRJ3	NADPH
27	M4ZRJ3	H+
28	M4ZRJ3	5-(4-methoxyphenyl)-3,4-dihydro-2H-pyrrole
29	M4ZRJ3	NADPH
30	M4ZRJ3	H+
31	M4ZRJ3	5-methyl-3,4-dihydro-2H-pyrrole
32	M4ZRJ3	NADPH
33	M4ZRJ3	H+
34	M4ZRJ3	6-(2-methoxyphenyl)-2,3,4,5-tetrahydropyridine
35	M4ZRJ3	NADPH
36	M4ZRJ3	H+
37	M4ZRJ3	6-(3-methoxyphenyl)-2,3,4,5-tetrahydropyridine
38	M4ZRJ3	NADPH
39	M4ZRJ3	H+
40	M4ZRJ3	6-(4-fluorophenyl)-2,3,4,5-tetrahydropyridine
41	M4ZRJ3	NADPH
42	M4ZRJ3	H+
43	M4ZRJ3	6-(4-methoxyphenyl)-2,3,4,5-tetrahydropyridine
44	M4ZRJ3	NADPH
45	M4ZRJ3	H+
46	M4ZRJ3	6-(4-methylphenyl)-2,3,4,5-tetrahydropyridine
47	M4ZRJ3	NADPH
