	uniprot_ids	substrates
0	P0DI76	more
1	P0DI76	geranyl diphosphate
2	P0DI76	H2O
3	W8GLB1	more
4	W8GLB1	geranyl diphosphate
5	W8GLB1	H2O
6	I7C6Y2	more
7	I7C6Y2	geranyl diphosphate
8	I7C6Y2	H2O
9	I7CTV3	more
10	I7CTV3	geranyl diphosphate
11	I7CTV3	H2O
12	I7D3D7	more
13	I7D3D7	geranyl diphosphate
14	I7D3D7	H2O
15	B5GMG2	more
16	B5GMG2	geranyl diphosphate
17	B5GMG2	H2O
18	A0A0H4U5M2	more
19	A0A0H4U5M2	geranyl diphosphate
20	A0A0H4U5M2	H2O
21	A0A068L889	more
22	A0A068L889	geranyl diphosphate
23	A0A068L889	H2O
24	A5Y5L5	more
25	A5Y5L5	geranyl diphosphate
26	A5Y5L5	H2O
27	O81193	geranyl diphosphate
28	O81191	geranyl diphosphate
29	O81191	H2O
30	O81191	(3R)-linalyl diphosphate
31	O81191	H2O
32	O81191	(3S)-linalyl diphosphate
33	O81191	H2O
34	O81191	neryl diphosphate
35	O81191	H2O
36	H6WZF2	geranyl diphosphate
37	H6WZF2	H2O
38	H2ELN1	geranyl diphosphate
39	H2ELN1	H2O
40	I3WEV8	geranyl diphosphate
41	I3WEV8	H2O
42	I3WEV8	neryl diphosphate
43	I3WEV8	H2O
44	A6XH05	geranyl diphosphate
45	A6XH05	H2O
0	P0DI76	geranyl diphosphate
1	P0DI76	H2O
2	P0DI76	more
0	L0HAM7	(3R)-linalyl diphosphate
1	L0HAM7	H2O
2	L0HAM7	geranyl diphosphate
3	L0HAM7	H2O
4	L0HAM7	geranyl diphosphate
5	L0HAM7	H2O
6	L0HAM7	(3S)-linalyl diphosphate
7	L0HAM7	H2O
8	L0HAM7	(3S)-linalyl diphosphate
9	L0HAM7	H2O
10	L0HB77	(3R)-linalyl diphosphate
11	L0HB77	H2O
12	L0HB77	(3S)-linalyl diphosphate
13	L0HB77	H2O
14	L0HB77	(3S)-linalyl diphosphate
15	L0HB77	H2O
16	L0HB77	geranyl diphosphate
17	L0HB77	H2O
0	O81193	geranyl diphosphate
1	O81193	geranyl diphosphate
2	O81193	H2O
3	G0Y7D3	geranyl diphosphate
4	F1CKJ1	geranyl diphosphate
5	F1CKJ1	more
6	A6XH06	geranyl diphosphate
7	R9WS05	geranyl diphosphate
8	A0A1U9M7Y9	geranyl diphosphate
9	A0A1U9M7Y9	more
0	H2ELN1	more
1	H2ELN1	geranyl diphosphate
2	H2ELN1	H2O
3	Q6PWU2	more
4	Q6PWU2	geranyl diphosphate
5	Q6PWU2	H2O
6	Q6PWU2	geranyl diphosphate
7	V5JYL0	geranyl diphosphate
8	V5JYL0	H2O
0	F1CKI6	geranyl diphosphate
1	F1CKJ1	2 geranyl diphosphate
2	A0A075EAR1	geranyl diphosphate
3	A0A075EAR1	more
4	A0A075EB43	geranyl diphosphate
5	A0A075EB43	more
6	Q2XSC6	geranyl diphosphate
7	Q2XSC6	more
8	Q84SM8	geranyl diphosphate
9	Q84SM8	more
10	Q9M7D0	geranyl diphosphate
11	Q9M7D0	more
12	Q4QSN6	geranyl diphosphate
13	Q4QSN6	more
14	F1CKI8	2 geranyl diphosphate
15	F1CKI9	2 geranyl diphosphate
0	A0A068EN29	geranyl diphosphate
1	A0A068EN29	more
2	A0A0M3Q1Q3	geranyl diphosphate
3	A0A0M3Q1Q3	more
4	K9Y6Y9	geranyl diphosphate
5	K9Y6Y9	more
6	Q6F5H0	geranyl diphosphate
7	Q6F5H0	more
8	O81193	geranyl diphosphate
9	O81193	H2O
10	Q6F5H1	geranyl diphosphate
11	Q8L5K4	geranyl diphosphate
12	E2E2P0	geranyl diphosphate
13	E2E2P0	more
14	R4JHV6	geranyl diphosphate
0	Q2XSC6	geranyl diphosphate
1	Q2XSC6	more
2	A0A068L7N8	more
3	A0A068L7N8	geranyl diphosphate
0	Q948Z0	geranyl diphosphate
1	Q4QSN3	geranyl diphosphate
2	A0A068L7N8	more
