	uniprot_ids	substrates
0	Q8N8W4	a linoleate-containing triacyl-sn-glycerol
1	Q8N8W4	an ultra-long-chain omega-hydroxyceramide
2	Q8N8W4	a linoleate-containing triacyl-sn-glycerol
3	Q8N8W4	an ultra-long-chain omega-hydroxyceramide
0	Q96G23	dihydrosphingosine
1	Q96G23	lignoceroyl-CoA
2	Q96G23	dihydrosphingosine
3	Q96G23	nervonoyl-CoA
4	Q96G23	dihydrosphingosine
5	Q96G23	palmitoyl-CoA
6	Q96G23	dihydrosphingosine
7	Q96G23	stearoyl-CoA
8	Q96G23	sphinganine
9	Q96G23	behenoyl-CoA
10	Q96G23	sphinganine
11	Q96G23	nervonoyl-CoA
12	Q96G23	sphingosine
13	Q96G23	cerotoyl-CoA
14	Q96G23	sphingosine
15	Q96G23	lignoceroyl-CoA
16	Q96G23	sphingosine
17	Q96G23	nervonoyl-CoA
18	Q96G23	sphingosine
19	Q96G23	2-hydroxybehenoyl-CoA
20	Q96G23	sphingosine
21	Q96G23	2-hydroxylignoceroyl-CoA
22	Q96G23	sphingosine
23	Q96G23	lignoceroyl-CoA
24	Q96G23	sphingosine
25	Q96G23	stearoyl-CoA
26	Q96G23	sphingosine
27	Q96G23	behenoyl-CoA
28	Q96G23	more
29	Q96G23	sphinganine
30	Q96G23	behenoyl-CoA
31	Q96G23	sphinganine
32	Q96G23	lignoceroyl-CoA
33	Q9HA82	sphingosine
34	Q9HA82	2-hydroxybehenoyl-CoA
35	Q9HA82	sphingosine
36	Q9HA82	2-hydroxylignoceroyl-CoA
37	Q9HA82	sphingosine
38	Q9HA82	2-hydroxyeicosanoyl-CoA
39	Q9HA82	sphingosine
40	Q9HA82	eicosanoyl-CoA
41	Q9HA82	sphingosine
42	Q9HA82	lignoceroyl-CoA
43	Q9HA82	sphingosine
44	Q9HA82	behenoyl-CoA
45	Q9HA82	more
46	P28496	D-erythro-sphinganine
47	P28496	arachidoyl-CoA
48	P28496	D-erythro-sphinganine
49	P28496	cerotoyl-CoA
50	Q9LDF2	acyl-CoA
51	Q9LDF2	sphinganine
52	Q9LDF2	hexacosanoyl-CoA
53	Q9LDF2	phytosphingosine
54	Q9LDF2	lignoceroyl-CoA
55	Q9LDF2	phytosphingosine
56	Q9LDF2	more
57	Q6NQI8	acyl-CoA
58	Q6NQI8	sphinganine
59	Q6NQI8	hexacosanoyl-CoA
60	Q6NQI8	phytosphingosine
61	Q6NQI8	lignoceroyl-CoA
62	Q6NQI8	phytosphingosine
63	Q6NQI8	more
64	Q9D6J1	sphingosine
65	Q9D6J1	lignoceroyl-CoA
66	Q9D6J1	sphingosine
67	Q9D6J1	arachidoyl-CoA
68	Q9D6J1	sphingosine
69	Q9D6J1	hexacosanoyl-CoA
70	Q9D6J1	sphingosine
71	Q9D6J1	stearoyl-CoA
72	Q9D6J1	sphingosine
73	Q9D6J1	behenoyl-CoA
74	Q9D6J1	more
75	Q924Z4	D-erythro-sphinganine
76	Q924Z4	behenoyl-CoA
77	Q924Z4	sphingosine
78	Q924Z4	lignoceroyl-CoA
79	Q924Z4	sphingosine
80	Q924Z4	arachidoyl-CoA
81	Q924Z4	sphingosine
82	Q924Z4	hexacosanoyl-CoA
83	Q924Z4	sphingosine
84	Q924Z4	stearoyl-CoA
85	Q924Z4	sphingosine
86	Q924Z4	behenoyl-CoA
87	Q924Z4	more
88	Q924Z4	D-erythro-sphinganine
89	Q924Z4	lignoceroyl-CoA
90	Q924Z4	D-erythro-sphinganine
91	Q924Z4	nervonoyl-CoA
92	Q924Z4	nervonoyl-CoA
93	Q924Z4	NBD-sphinganine
94	Q924Z4	D-erythro-sphinganine
95	Q924Z4	arachidoyl-CoA
96	Q924Z4	D-erythro-sphinganine
