	uniprot_ids	substrates
0	Q50LH4	(R,S)-cheilanthifoline
1	Q50LH4	[reduced NADPH-hemoprotein reductase]
2	Q50LH4	O2
3	Q50LH4	(R,S)-cheilanthifoline
4	Q50LH4	[reduced NADPH-hemoprotein reductase]
5	Q50LH4	O2
6	Q50LH4	(S)-scoulerine
7	Q50LH4	[reduced NADPH-hemoprotein reductase]
8	Q50LH4	O2
9	Q50LH4	(S)-tetrahydrocolumbamine
10	Q50LH4	[reduced NADPH-hemoprotein reductase]
11	Q50LH4	O2
12	Q50LH4	more
0	Q33DY0	(+)-pinoresinol
1	Q33DY0	[reduced NADPH-hemoprotein reductase]
2	Q33DY0	O2
3	Q33DY0	(+)-piperitol
4	Q33DY0	[reduced NADPH-hemoprotein reductase]
5	Q33DY0	O2
6	Q33DY0	more
7	Q33DX9	(+)-pinoresinol
8	Q33DX9	[reduced NADPH-hemoprotein reductase]
9	Q33DX9	O2
10	Q33DX9	(+)-piperitol
11	Q33DX9	[reduced NADPH-hemoprotein reductase]
12	Q33DX9	O2
13	Q33DX9	more
0	Q9SID2	1-hexacosanoyl-2-acyl-[phosphoglycerolipid]
1	Q9SID2	2 ferrocytochrome b5
2	Q9SID2	O2
3	Q9SID2	2 H+
4	Q9SID2	1-tetracosanoyl-2-acyl-[phosphoglycerolipid]
5	Q9SID2	2 ferrocytochrome b5
6	Q9SID2	O2
7	Q9SID2	2 H+
0	D3U591	eriodictyol
1	D3U591	[reduced NADPH-hemoprotein reductase]
2	D3U591	O2
3	D3U591	naringenin
4	D3U591	[reduced NADPH-hemoprotein reductase]
5	D3U591	O2
6	D3U591	liquiritigenin
7	D3U591	[reduced NADPH-hemoprotein reductase]
8	D3U591	O2
9	Q9SSX5	eriodictyol
10	Q9SSX5	[reduced NADPH-hemoprotein reductase]
11	Q9SSX5	O2
12	Q9SSX5	naringenin
13	Q9SSX5	[reduced NADPH-hemoprotein reductase]
14	Q9SSX5	O2
15	Q9SSX5	liquiritigenin
16	Q9SSX5	[reduced NADPH-hemoprotein reductase]
