	uniprot_ids	substrates
0	P26935	1D-chiro-inositol
1	P26935	NAD+
2	P26935	1D-chiro-inositol
3	P26935	NAD+
4	P26935	more
5	Q9WYP5	1D-chiro-inositol
6	Q9WYP5	NAD+
7	Q9WYP5	1D-chiro-inositol
8	Q9WYP5	NAD+
9	Q9WYP5	more
0	Q6VVP7	(S)-malate
1	Q6VVP7	NAD+
2	Q6VVP7	(S)-malate
3	Q6VVP7	NAD+
4	Q6VVP7	malate
5	Q6VVP7	NAD+
6	Q6VVP7	malate
7	Q6VVP7	NAD+
8	Q6VVP7	(S)-malate
9	Q6VVP7	acetylpyridine adenine dinucleotide
10	Q6VVP7	alpha-ketomalonate
11	Q6VVP7	NADH
12	Q8NN33	(S)-malate
13	Q8NN33	NAD+
14	Q8NN33	(S)-malate
15	Q8NN33	NAD+
16	Q8NN33	(S)-malate
17	Q8NN33	NADP+
18	Q8NN33	(S)-malate
19	Q8NN33	NADP+
20	Q8TG27	(S)-malate
21	Q8TG27	NAD+
22	Q8TG27	(S)-malate
23	Q8TG27	NAD+
24	Q8TG27	oxaloacetate
25	Q8TG27	NADH
26	Q8TG27	H+
27	Q8TG27	oxaloacetate
28	Q8TG27	NADH
29	Q8TG27	H+
30	Q8X1C8	oxaloacetate
31	Q8X1C8	NADH
32	Q8X1C8	oxaloacetate
33	Q8X1C8	NADH
34	Q8X1C8	oxaloacetate
35	Q8X1C8	NADH
36	Q90YZ8	oxaloacetate
37	Q90YZ8	NADH
38	Q90YZ8	H+
39	Q90YZ8	oxaloacetate
40	Q90YZ8	NADH
41	Q90YZ8	H+
42	Q90YZ9	oxaloacetate
43	Q90YZ9	NADH
44	Q90YZ9	oxaloacetate
45	Q90YZ9	NADH
46	Q90YZ9	oxaloacetate
47	Q90YZ9	NADH
48	Q90YZ7	(S)-malate
49	Q90YZ7	NAD+
50	Q90YZ7	(S)-malate
51	Q90YZ7	NAD+
52	Q7X3X5	oxaloacetate
53	Q7X3X5	NADH
54	Q7X3X5	H+
55	Q7X3X5	oxaloacetate
56	Q7X3X5	NADH
57	Q7X3X5	H+
58	A3KLL4	(S)-malate
59	A3KLL4	NAD+
60	A3KLL4	(S)-malate
61	A3KLL4	NAD+
62	A3KLL4	malate
63	A3KLL4	NAD+
64	A3KLL4	malate
65	A3KLL4	NAD+
66	P22133	(S)-malate
67	P22133	NAD+
68	P22133	(S)-malate
69	P22133	NAD+
70	P22133	more
71	Q07841	(S)-malate
72	Q07841	NAD+
73	Q07841	(S)-malate
74	Q07841	NAD+
75	Q07841	pyruvate
76	Q07841	NADH
77	Q07841	H+
78	Q07841	oxaloacetate
79	Q07841	NADH
80	Q07841	H+
81	Q07841	oxaloacetate
82	Q07841	NADH
83	Q07841	H+
84	Q4VVC2	(S)-malate
85	Q4VVC2	NAD+
86	Q4VVC2	(S)-malate
87	Q4VVC2	NAD+
88	P61889	(S)-malate
89	P61889	NAD+
90	P61889	(S)-malate
91	P61889	NAD+
92	P61889	oxaloacetate
93	P61889	NADH
94	P61889	oxaloacetate
95	P61889	NADH
96	P61889	oxaloacetate
97	P61889	NADH
98	P61889	malate
99	P61889	NAD+
100	P61889	malate
101	P61889	NAD+
102	A3DSX0	(S)-malate
103	A3DSX0	NAD+
104	A3DSX0	(S)-malate
105	A3DSX0	NAD+
106	Q9ZP06	(S)-malate
