	uniprot_ids	substrates
0	A2RJT9	(S)-dihydroorotate
1	A2RJT9	NAD+
2	A2RJT9	(S)-dihydroorotate
3	A2RJT9	NAD+
4	A2RJT9	more
5	A2RJT9	(S)-dihydroorotate
6	A2RJT9	2,6-dichlorophenolindophenol
0	Q28943	more
1	Q28943	dihydrofluorouracil
2	Q28943	NADP+
3	Q28943	dihydrothymine
4	Q28943	NADP+
5	Q28943	dihydrouracil
6	Q28943	NADP+
0	Q95JH5	trans-1,2-dihydrobenzene-1,2-diol
1	Q95JH5	NAD(P)+
2	Q95JH5	trans-1,2-dihydrobenzene-1,2-diol
3	Q95JH5	NAD(P)+
4	Q95JH5	4-chromanol
5	Q95JH5	NADP+
6	Q95JH5	(R)-tetralol
7	Q95JH5	NADP+
8	Q95JH5	(S)-tetralol
9	Q95JH5	NADP+
10	Q95JH5	(S)-indan-1-ol
11	Q95JH5	NADP+
12	Q95JH7	S-(+)-1,2,3,4-tetrahydronaphth-1-ol
13	Q95JH7	NADP+
14	Q95JH7	S-(+)-1,2,3,4-tetrahydronaphth-1-ol
15	Q95JH7	NADP+
16	Q95JH7	(R)-tetralol
17	Q95JH7	NADP+
18	Q95JH7	(S)-indan-1-ol
19	Q95JH7	NADP+
20	Q95JH7	(S)-tetralol
21	Q95JH7	NADP+
22	Q95JH7	4-chromanol
23	Q95JH7	NADP+
24	Q95JH7	trans-benzene dihydrodiol
25	Q95JH7	NADP+
26	Q95JH4	(R)-tetralol
27	Q95JH4	NADP+
28	Q95JH4	(S)-indan-1-ol
29	Q95JH4	NADP+
30	Q95JH4	(S)-tetralol
31	Q95JH4	NADP+
32	Q95JH4	4-chromanol
33	Q95JH4	NADP+
34	Q95JH4	trans-benzene dihydrodiol
35	Q95JH4	NADP+
36	Q95JH4	more
37	Q95JH6	(S)-(+)-1,2,3,4-tetrahydronaphth-1-ol
38	Q95JH6	NADP+
39	Q95JH6	(S)-(+)-1,2,3,4-tetrahydronaphth-1-ol
40	Q95JH6	NADP+
41	P52895	trans-1,2-dihydrobenzene-1,2-diol
42	P52895	NAD(P)+
43	P52895	trans-1,2-dihydrobenzene-1,2-diol
44	P52895	NAD(P)+
45	Q9DBB8	trans-1,2-dihydrobenzene-1,2-diol
