	uniprot_ids	substrates
0	Q8ZL58	L-talarate
1	Q8ZL58	galactarate
2	Q8ZL58	meso-galactarate
3	Q8EMJ9	galactarate
4	Q8ZL58	galactarate
0	Q6TFC2	dTDP-glucose
1	E3VXL5	UDP-D-glucose
2	A7K9F4	UDP-D-glucose
3	P27830	dTDP-glucose
4	P27830	UDP-D-glucose
5	P27830	dTDP-6-fluoro-6-deoxyglucose
6	C5J046	dTDP-glucose
7	P9WN65	dTDP-alpha-D-glucose
8	Q6EB26	dTDP-alpha-D-glucose
9	Q9ZGH3	dTDP-alpha-D-glucose
10	Q20697	dTDP-alpha-D-glucose
0	P93031	GDP-mannose
1	P93031	GDPmannose
2	P93031	GDPmannose
3	P93031	more
4	D3JU53	GDP-mannose
5	D3JU53	GDP-mannose
6	Q51366	GDP-mannose
7	Q51366	GDP-4-dehydro-6-deoxy-D-mannose
8	O60547	GDP-mannose
9	O60547	GDPmannose
10	O60547	more
11	B4EFL2	GDP-alpha-D-mannose
0	Q8BH86	D-glutamate
1	Q8BH86	D-glutamate
2	Q8BH86	5-oxo-D-proline
3	Q8BH86	H2O
0	Q8Z897	3-(5-oxo-4,5-dihydro-3H-imidazol-4-yl)propanoate
0	Q97U96	D-arabinonate
1	Q97U96	more
0	P57472	prephenate
1	Q9ZUY3	prephenate
2	A8CF65	prephenate
3	A8CF65	L-arogenate
4	O30012	prephenate
5	Q74NC4	prephenate
6	Q6Z3Y3	prephenate
7	C7EXK8	prephenate
8	Q8DUV6	prephenate
9	A0A1I9WKA1	prephenate
10	A0A1I9WKA2	prephenate
11	A0A1I9WKA6	prephenate
0	M0BFX8	Palmitoleic acid
1	M0BFX8	H2O
2	M0BFX8	myristoleic acid
3	M0BFX8	H2O
4	M0BFX8	linoleic acid
5	M0BFX8	H2O
6	M0BFX8	oleate
7	M0BFX8	H2O
8	A0A2J0U0P5	(9Z)-hexadec-9-enoic acid
9	A0A2J0U0P5	H2O
10	A0A2J0U0P5	(9Z,12Z)-octadec-9,12-dienoic acid
11	A0A2J0U0P5	H2O
12	A0A2J0U0P5	(9Z,12Z,15Z)-octadec-9,12,15-trienoic acid
13	A0A2J0U0P5	H2O
14	A0A2J0U0P5	(9Z)-octadec-9-enoic acid
15	A0A2J0U0P5	H2O
16	A0A2J0U0P5	(6Z,9Z,12Z)-octadec-6,9,12-trienoic acid
17	A0A2J0U0P5	H2O
18	A0A1E4R6K3	(9Z)-hexadec-9-enoic acid
19	A0A1E4R6K3	H2O
20	A0A1E4R6K3	(9Z,12Z)-octadec-9,12-dienoic acid
21	A0A1E4R6K3	H2O
22	A0A1E4R6K3	(9Z,12Z,15Z)-octadec-9,12,15-trienoic acid
23	A0A1E4R6K3	H2O
24	A0A1E4R6K3	(9Z)-octadec-9-enoic acid
25	A0A1E4R6K3	H2O
26	A0A1E4R6K3	(6Z,9Z,12Z)-octadec-6,9,12-trienoic acid
27	A0A1E4R6K3	H2O
28	A0A249DBU8	(9Z)-hexadec-9-enoic acid
29	A0A249DBU8	H2O
30	A0A249DBU8	(9Z,12Z)-octadec-9,12-dienoic acid
31	A0A249DBU8	H2O
32	A0A0G9FDC3	(9Z)-hexadec-9-enoic acid
33	A0A0G9FDC3	H2O
34	A0A0G9FDC3	(9Z,12Z)-octadec-9,12-dienoic acid
35	A0A0G9FDC3	H2O
36	A0A2N6TXX1	(9Z)-hexadec-9-enoic acid
37	A0A2N6TXX1	H2O
38	A0A2N6TXX1	(9Z,12Z)-octadec-9,12-dienoic acid
39	A0A2N6TXX1	H2O
40	A0A1C7FUY1	(9Z)-hexadec-9-enoic acid
41	A0A1C7FUY1	H2O
42	A0A1C7FUY1	(9Z,12Z)-octadec-9,12-dienoic acid
43	A0A1C7FUY1	H2O
44	C7LRD0	Palmitoleic acid
45	C7LRD0	H2O
46	C7LRD0	myristoleic acid
47	C7LRD0	H2O
48	C7LRD0	linoleic acid
49	C7LRD0	H2O
50	C7LRD0	oleate
51	C7LRD0	H2O
52	E5V2D7	Palmitoleic acid
53	E5V2D7	H2O
54	E5V2D7	myristoleic acid
55	E5V2D7	H2O
56	E5V2D7	linoleic acid
57	E5V2D7	H2O
58	E5V2D7	oleate
59	E5V2D7	H2O
60	Q5FL96	Palmitoleic acid
61	Q5FL96	H2O
62	Q5FL96	myristoleic acid
63	Q5FL96	H2O
64	Q5FL96	linoleic acid
65	Q5FL96	H2O
66	Q5FL96	oleate
67	Q5FL96	H2O
68	A0A448B1L4	Palmitoleic acid
69	A0A448B1L4	H2O
70	A0A448B1L4	linoleic acid
71	A0A448B1L4	H2O
72	A0A448B1L4	myristoleic acid
73	A0A448B1L4	H2O
74	A0A448B1L4	oleate
75	A0A448B1L4	H2O
76	Q307I4	more
77	C7DLJ6	Palmitoleic acid
78	C7DLJ6	H2O
79	C7DLJ6	(R)-10-Hydroxystearate
80	C7DLJ6	(R)-10-Hydroxystearate
81	C7DLJ6	(9Z)-hexadec-9-enoic acid
82	C7DLJ6	H2O
83	C7DLJ6	(9Z,12Z)-octadec-9,12-dienoic acid
84	C7DLJ6	H2O
85	C7DLJ6	linoleic acid
86	C7DLJ6	H2O
87	C7DLJ6	oleate
88	C7DLJ6	H2O
89	C7DLJ6	oleic acid
90	C7DLJ6	H2O
91	C7DLJ6	myristoleic acid
92	C7DLJ6	H2O
93	C7DLJ6	(9Z,12Z,15Z)-octadec-9,12,15-trienoic acid
94	C7DLJ6	H2O
95	C7DLJ6	oleate
96	C7DLJ6	H2O
97	B9E972	(9Z)-hexadec-9-enoic acid
98	B9E972	H2O
99	B9E972	(9Z,12Z)-octadec-9,12-dienoic acid
100	B9E972	H2O
101	B9E972	more
102	B9E972	(9Z,12Z,15Z)-octadec-9,12,15-trienoic acid
103	B9E972	H2O
104	B9E972	alpha-linolenic acid
105	B9E972	gamma-linolenic acid
106	B9E972	linoleic acid
107	B9E972	myristoleic acid
108	B9E972	oleic acid
109	B9E972	H2O
110	B9E972	palmitoleic acid
111	B9E972	(9Z)-octadec-9-enoic acid
112	B9E972	H2O
113	B9E972	(6Z,9Z,12Z)-octadec-6,9,12-trienoic acid
114	B9E972	H2O
115	B5XK69	(9Z)-hexadec-9-enoic acid
116	B5XK69	H2O
117	B5XK69	(9Z,12Z)-octadec-9,12-dienoic acid
118	B5XK69	H2O
119	B5XK69	(9Z,12Z,15Z)-octadec-9,12,15-trienoic acid
120	B5XK69	H2O
121	B5XK69	(9Z)-octadec-9-enoic acid
122	B5XK69	H2O
123	B5XK69	(6Z,9Z,12Z)-octadec-6,9,12-trienoic acid
124	B5XK69	H2O
125	T5I9M6	Palmitoleic acid
126	T5I9M6	H2O
127	T5I9M6	(9Z,12Z)-octadec-9,12-dienoic acid
128	T5I9M6	H2O
129	T5I9M6	more
130	T5I9M6	(9Z,12Z,15Z)-octadec-9,12,15-trienoic acid
131	T5I9M6	H2O
132	T5I9M6	oleate
133	T5I9M6	H2O
134	T5I9M6	(6Z,9Z,12Z)-octadec-6,9,12-trienoic acid
135	T5I9M6	H2O
0	G3KIM4	(R)-lactoyl-CoA
0	D3RXI4	crotonoyl-CoA
1	D3RXI4	H2O
0	A0A172ML99	Itaconyl-CoA
1	A0A172ML99	H2O
0	P0A6Q3	(3R)-3-hydroxydecanoyl-[acyl-carrier protein]
1	Q9L0M4	3-hydroxydecanoyl-N-acetylcysteamine
2	Q9L0M4	3-hydroxyhexanoyl-N-acetylcysteamine
3	Q9L0M4	3-hydroxyoctanoyl-N-acetylcysteamine
4	Q9L0M4	5-methyl-3-hydroxyhexanoyl-N-acetylcysteamine
5	Q9L0M4	6-methyl-3-hydroxyheptanoyl-N-acetylcysteamine
6	Q9L0M4	7-methyl-3-hydroxyoctanoyl-N-acetylcysteamine
7	F2VYC9	(3R)-3-hydroxybutyryl-[acyl-carrier protein]
0	Q6BF17	D-galactonate
1	G3YE52	D-galactonate
2	G3YE52	more
3	G3Y8T6	D-galactonate
4	G3Y8T6	more
0	Q5QGZ8	beta-Cyano-L-alanine
1	Q5QGZ8	H2O
0	P32963	HCN
1	P32963	H2O
2	P32963	HCN
3	P32963	H2O
4	P32963	HCN
5	P32963	H2O
6	P32963	acetonitrile
7	P32963	H2O
8	P32963	benzonitrile
9	P32963	H2O
10	P32963	propionitrile
11	P32963	H2O
12	P32963	more
13	P32964	HCN
14	P32964	H2O
15	P32964	HCN
16	P32964	H2O
17	P32964	HCN
18	P32964	H2O
0	G3Y683	L-Fuconate
1	G3Y683	D-Glucuronate
2	G3Y683	D-gluconate
3	G3Y683	D-mannonate
4	G3Y683	L-fuconate
5	G3Y683	H2O
6	G3Y683	L-galactonate
7	G3Y683	L-mannonate
8	G3Y683	more
0	P33025	more
1	P33025	uracil
2	P33025	D-ribose 5-phosphate
3	P33025	uracil
4	P33025	D-ribose 5-phosphate
0	Q1ET39	more
1	P10746	hydroxymethylbilane
2	P10746	hydroxymethylbilane
3	Q72KM1	Hydroxymethylbilane
4	O48721	hydroxymethylbilane
5	O48721	more
6	Q88B90	hydroxymethylbilane
0	F8U971	UDP-glucose
1	F8U971	dTDP-glucose
2	F8U969	UDP-glucose
3	F8U969	dTDP-glucose
0	Q485S0	trans-3-hydroxy-L-proline
1	H3ZMH8	trans-3-hydroxy-L-proline
2	A0A1C4WR37	trans-3-hydroxy-L-proline
3	V5YXI5	trans-3-hydroxy-L-proline
4	Q96EM0	trans-3-hydroxy-L-proline
0	Q67A25	4-hydroxyphenylacetaldehyde
1	Q67A25	dopamine
2	Q67A25	4-(2-Aminoethyl)benzene-1,2-diol
3	Q67A25	4-hydroxyphenylacetaldehyde
4	Q67A25	4-(2-Aminoethyl)benzene-1,2-diol
5	Q67A25	4-hydroxyphenylacetaldehyde
6	Q67A25	4-hydroxyphenylacetone
7	Q67A25	dopamine
8	C3SBT7	4-hydroxyphenylacetaldehyde
9	C3SBT7	dopamine
10	Q4QTJ2	4-hydroxyphenylacetaldehyde
11	Q4QTJ2	dopamine
12	A2A1A1	4-hydroxyphenylacetaldehyde
13	A2A1A1	dopamine
14	A2A1A1	1-butylaldehyde
15	A2A1A1	dopamine
16	A2A1A1	hydrocinnamaldehyde
17	A2A1A1	dopamine
18	D2SMN1	4-hydroxyphenylacetaldehyde
19	D2SMN1	dopamine
20	D2SMN3	4-hydroxyphenylacetaldehyde
21	D2SMN3	dopamine
22	F5C449	4-hydroxyphenylacetaldehyde
23	F5C449	dopamine
24	Q4QTJ1	4-hydroxyphenylacetaldehyde
25	Q4QTJ1	dopamine
0	P74840	citrate
1	P74840	more
2	P74840	2-Hydroxybutane-1,2,3-tricarboxylate
3	P74840	cis-aconitate
4	P77243	more
5	P77243	cis-aconitate
6	P77243	(2S,3S)-2-methylcitrate
7	P77243	(2S,3S)-hydroxybutane-1,2,3-tricarboxylate
8	P77243	(2S,3S)-hydroxybutane-1,2,3-tricarboxylate
