	uniprot_ids	substrates
0	Q99MN9	ATP
1	Q99MN9	propanoyl-CoA
2	Q99MN9	HCO3-
3	P05166	ATP
4	P05166	propanoyl-CoA
5	P05166	HCO3-
6	Q5LUF3	ATP
7	Q5LUF3	propanoyl-CoA
8	Q5LUF3	HCO3-
9	Q5LUF3	ATP
10	Q5LUF3	acetyl-CoA
11	Q5LUF3	HCO3-
12	Q9X4K7	more
13	Q9X4K7	acetyl-CoA
14	Q9X4K7	CO2
15	Q9X4K7	propionyl-CoA
16	Q9X4K7	CO2
17	Q9X4K7	butyryl-CoA
18	Q9X4K7	CO2
19	Q877I4	ATP
20	Q877I4	propanoyl-CoA
21	Q877I4	HCO3-
22	Q877I4	more
23	Q877I4	ATP
24	Q877I4	acetyl-CoA
25	Q877I4	HCO3-
0	Q9LDD8	ATP
1	Q9LDD8	3-methylcrotonyl-CoA
2	Q9LDD8	HCO3-
3	Q9LDD8	ATP
4	Q9LDD8	3-methylcrotonyl-CoA
5	Q9LDD8	HCO3-
6	Q5I0C3	ATP
7	Q5I0C3	3-methylcrotonoyl-CoA
8	Q5I0C3	HCO3-
9	Q9I299	ATP
10	Q9I299	3-methylcrotonoyl-CoA
11	Q9I299	HCO3-
12	Q42523	ATP
13	Q42523	3-methylcrotonyl-CoA
14	Q42523	HCO3-
15	Q42523	ATP
16	Q42523	3-methylcrotonyl-CoA
17	Q42523	HCO3-
0	C4M5H3	ATP
1	C4M5H3	(deoxyribonucleotide)n
2	C4M5H3	(deoxyribonucleotide)m
3	C4M5H3	ATP
4	C4M5H3	(deoxyribonucleotide)n
5	C4M5H3	(deoxyribonucleotide)m
6	C4M5H3	more
7	B6ZH51	ATP
8	B6ZH51	(deoxyribonucleotide)n
9	B6ZH51	(deoxyribonucleotide)m
10	B6ZH51	ATP
11	B6ZH51	(deoxyribonucleotide)n
12	B6ZH51	(deoxyribonucleotide)m
13	P18858	ATP
14	P18858	(deoxyribonucleotide)n
15	P18858	(deoxyribonucleotide)m
16	P18858	ATP
17	P18858	(deoxyribonucleotide)n
18	P18858	(deoxyribonucleotide)m
19	P18858	ATP
20	P18858	(deoxyribonucleotide)n
21	P18858	(deoxyribonucleotide)m
22	P00969	more
23	P56709	ATP
24	P56709	(deoxyribonucleotide)n
25	P56709	(deoxyribonucleotide)m
26	P56709	ATP
27	P56709	ADP
28	P56709	ATP
29	P56709	CDP
30	P56709	ATP
31	P56709	CTP
32	P56709	ATP
33	P56709	GDP
34	P56709	ATP
35	P56709	GTP
36	P56709	ATP
37	P56709	UTP
38	P56709	ATP
39	P56709	XDP
40	P56709	ATP
41	P56709	XTP
42	P56709	ATP
43	P56709	dCTP
44	P56709	ATP
45	P56709	dGTP
46	P56709	ATP
47	P56709	dTTP
48	P56709	more
49	Q980T8	ATP
50	Q980T8	(deoxyribonucleotide)n-3'-hydroxyl
51	Q980T8	5'-phospho-(deoxyribonucleotide)m
52	Q980T8	ATP
53	Q980T8	[DNA ligase]-L-lysine
54	Q9YD18	ATP
55	Q9YD18	(deoxyribonucleotide)n
56	Q9YD18	(deoxyribonucleotide)m
57	Q9YD18	ADP
58	Q9YD18	(deoxyribonucleotide)n
59	Q9YD18	(deoxyribonucleotide)m
60	Q57635	ATP
61	Q57635	(deoxyribonucleotide)n
62	Q57635	(deoxyribonucleotide)m
63	O41026	ATP
64	O41026	(deoxyribonucleotide)n
65	O41026	(deoxyribonucleotide)m
66	A0A0A6YVN6	ATP
67	A0A0A6YVN6	(nicked double-stranded DNA)n
68	A0A0A6YVN6	(nicked double-stranded DNA)m
69	A0A0A6YVN6	more
70	A0A0A6YVN6	ATP
71	A0A0A6YVN6	(deoxyribonucleotide)n-3'-hydroxyl
72	A0A0A6YVN6	5'-phospho-(deoxyribonucleotide)m
73	A0A0A6YVN6	ATP
74	A0A0A6YVN6	[DNA ligase]-L-lysine
75	C0LJI8	ATP
76	C0LJI8	(deoxyribonucleotide)n-3'-hydroxyl
77	C0LJI8	5'-phospho-(deoxyribonucleotide)m
