	uniprot_ids	substrates
0	Q93TU6	more
1	Q93TU6	6-oxocamphor
2	Q93TU6	H2O
3	Q93TU6	6-oxocamphor
4	Q93TU6	H2O
5	Q93TU6	7,7-dimethylbicyclo[2.2.2]octane-2,6-dione
6	Q93TU6	H2O
7	Q93TU6	8,8-dimethylbicyclo[2.2.2]octane-2,6-dione
8	Q93TU6	H2O
9	Q93TU6	bicyclo[2.2.2]octan-2,6-dione
10	Q93TU6	H2O
11	Q93TU6	bornane-2,6-dione
12	Q93TU6	H2O
0	Q93NG6	2,6-dihydroxypseudooxynicotine
1	Q93NG6	H2O
0	Q94272	4-fumarylacetoacetate
1	Q94272	H2O
2	Q94272	4-fumarylacetoacetate
3	Q94272	H2O
4	P35505	4-fumarylacetoacetate
5	P35505	H2O
6	P35505	4-fumarylacetoacetate
7	P35505	H2O
8	A0A076VF18	4-fumarylacetoacetate
9	A0A076VF18	H2O
10	A0A076VF18	4-fumarylacetoacetate
11	A0A076VF18	H2O
12	Q8RW90	4-fumarylacetoacetate
13	Q8RW90	H2O
14	Q8RW90	4-fumarylacetoacetate
15	Q8RW90	H2O
16	K0A9N9	4-nitrophenyl acetate
17	K0A9N9	H2O
18	K0A9N9	4-nitrophenyl butyrate
19	K0A9N9	H2O
20	K0A9N9	linalyl acetate
21	K0A9N9	H2O
22	K0A9N9	more
23	A0A0D5YDA5	4-fumarylacetoacetate
24	A0A0D5YDA5	H2O
25	A0A0D5YDA5	4-fumarylacetoacetate
26	A0A0D5YDA5	H2O
27	P16930	4-fumarylacetoacetate
28	P16930	H2O
29	P16930	4-fumarylacetoacetate
30	P16930	H2O
31	A0A1B0ZSC0	4-fumarylacetoacetate
32	A0A1B0ZSC0	H2O
33	A0A1B0ZSC0	4-fumarylacetoacetate
34	A0A1B0ZSC0	H2O
35	A0A0M3SVN7	4-fumarylacetoacetate
36	A0A0M3SVN7	H2O
37	A0A0M3SVN7	4-fumarylacetoacetate
38	A0A0M3SVN7	H2O
0	O86042	fumarylpyruvate
1	O86042	H2O
2	A0A1R4GQY2	fumarylpyruvate
3	A0A1R4GQY2	H2O
4	A0A080VH08	fumarylpyruvate
5	A0A080VH08	H2O
0	O87872	6-oxocyclohex-1-ene-1-carbonyl-CoA
1	O87872	2 H2O
0	P42415	3D-3,5/4-trihydroxycyclohexa-1,2-dione
1	P42415	H2O
2	Q9L3I0	3D-3,5/4-trihydroxycyclohexa-1,2-dione
3	Q9L3I0	H2O
0	Q0QFQ3	3-maleylpyruvate
1	Q0QFQ3	H2O
2	G2IPX5	3-maleylpyruvate
3	G2IPX5	H2O
0	Q4K423	2,4-diacetylphloroglucinol
1	Q4K423	H2O
2	F7J5X9	2,4-diacetylphloroglucinol
3	F7J5X9	H2O
4	A0A2C9EVE6	2,4-diacetylphloroglucinol
5	A0A2C9EVE6	H2O
6	A0A2C9EVE6	more
7	A0A125SE96	2,4-diacetylphloroglucinol
8	A0A125SE96	H2O
9	Q4JIX4	2,4-diacetylphloroglucinol
10	Q4JIX4	H2O
0	Q16719	L-kynurenine
1	Q16719	H2O
2	Q16719	3-hydroxy-L-kynurenine
3	Q16719	H2O
4	Q16719	3-bromo-L-kynurenine
5	Q16719	H2O
