	uniprot_ids	substrates
0	Q6L0S1	2,3-butanediol
1	Q6L0S1	H2O
2	Q6L0S1	2-aminoethanol
3	Q6L0S1	NAD+
4	Q6L0S1	1-phenylethanol
5	Q6L0S1	NAD+
6	Q6L0S1	2-propanol
7	Q6L0S1	NAD+
8	Q6L0S1	ethanol
9	Q6L0S1	NAD+
10	Q6L0S1	ethanol
11	Q6L0S1	NAD+
12	Q6L0S1	methanol
13	Q6L0S1	NAD+
14	Q6L0S1	methanol
15	Q6L0S1	NAD+
16	Q6L0S1	methanol
17	Q6L0S1	NAD+
18	Q6L0S1	ethanol
19	Q6L0S1	NADP+
20	Q6L0S1	ethanol
21	Q6L0S1	NADP+
22	Q09669	ethanol
23	Q09669	NAD+
24	Q09669	ethanol
25	Q09669	NAD+
26	P39462	isobutyraldehyde
27	P39462	NADH
28	P39462	H+
29	P39462	isobutyraldehyde
30	P39462	NADH
31	P39462	H+
32	P39462	(R)-2-butanol
33	P39462	NAD+
34	P39462	(R)-2-butanol
35	P39462	NAD+
36	P39462	(R)-2-butanol
37	P39462	NAD+
38	P39462	(S)-2-butanol
39	P39462	NAD+
40	P39462	(S)-2-butanol
41	P39462	NAD+
42	P39462	(S)-2-butanol
43	P39462	NAD+
44	P39462	1-heptanol
45	P39462	NAD+
46	P39462	2-(3,5-dimethylphenyl)propanal
47	P39462	NADH
48	P39462	H+
49	P39462	2-(3-benzoylphenyl)propanal
50	P39462	NADH
51	P39462	H+
52	P39462	2-(3-fluorobiphenyl-4-yl)propanal
53	P39462	NADH
54	P39462	H+
55	P39462	2-(3-phenoxyphenyl)propanal
56	P39462	NADH
57	P39462	H+
58	P39462	2-(4-isobutylphenyl)propanal
59	P39462	NADH
60	P39462	H+
61	P39462	2-(4-trifluoromethylphenyl)propanal
62	P39462	NADH
63	P39462	H+
64	P39462	2-(6-methoxynaphthalen-2-yl)propanal
65	P39462	NADH
66	P39462	H+
67	P39462	2-(naphthalen-1-yl)propanal
68	P39462	NADH
69	P39462	H+
70	P39462	2-(naphthalen-2-yl)propanal
71	P39462	NADH
72	P39462	H+
73	P39462	2-[3-(2-phenyl-1,3-dioxolan-2-yl)phenyl]propanal
74	P39462	NADH
75	P39462	H+
76	P39462	2-ethoxyethanol
77	P39462	NAD+
78	P39462	2-phenylpropanal
79	P39462	NADH
80	P39462	H+
81	P39462	n-butanol
82	P39462	NAD+
83	P39462	pentan-3-ol
84	P39462	NAD+
85	P39462	3-pentanol
86	P39462	NAD+
87	P39462	1-hexanol
88	P39462	NAD+
89	P39462	1-hexanol
90	P39462	NAD+
91	P39462	1-pentanol
92	P39462	NAD+
93	P39462	1-pentanol
94	P39462	NAD+
95	P39462	(R)-2-pentanol
96	P39462	NAD+
97	P39462	(R)-2-pentanol
98	P39462	NAD+
99	P39462	(S)-2-pentanol
100	P39462	NAD+
101	P39462	(S)-2-pentanol
102	P39462	NAD+
103	P39462	1-propanol
104	P39462	NAD+
105	P39462	1-propanol
106	P39462	NAD+
107	P39462	ethanol
108	P39462	NAD+
109	P39462	ethanol
110	P39462	NAD+
111	P39462	cyclohexanol
112	P39462	NAD+
113	P39462	cyclohexanol
114	P39462	NAD+
115	P39462	4-methoxybenzyl alcohol
116	P39462	NAD+
117	P39462	4-methoxybenzyl alcohol
118	P39462	NAD+
119	P39462	more
120	P39462	benzyl alcohol
121	P39462	NAD+
122	P39462	benzyl alcohol
123	P39462	NAD+
124	P39462	1-butanol
125	P39462	NAD+
126	P39462	1-butanol
127	P39462	NAD+
128	P39462	trans-cinnamaldehyde
129	P39462	NADH
130	P39462	H+
131	P39462	trans-cinnamaldehyde
132	P39462	NADH
133	P39462	H+
134	P00326	1-hydroxymethyl-6-methylpyrene
135	P00326	NAD+
136	P00326	1-hydroxymethyl-8-methylpyrene
137	P00326	NAD+
138	P00326	1-hydroxymethylpyrene
139	P00326	NAD+
140	P00326	2-hydroxymethylpyrene
141	P00326	NAD+
142	P00326	4-hydroxymethylpyrene
143	P00326	NAD+
144	P00326	ethanol
145	P00326	NAD+
146	P00326	ethanol
147	P00326	NAD+
148	P00326	more
149	P00326	1-octanol
150	P00326	NAD+
151	P00326	1-octanol
152	P00326	NAD+
153	Q0PH30	ethanol
154	Q0PH30	NAD+
155	Q0PH30	ethanol
156	Q0PH30	NAD+
157	P08319	1-hydroxymethyl-6-methylpyrene
158	P08319	NAD+
159	P08319	1-hydroxymethyl-8-methylpyrene
160	P08319	NAD+
161	P08319	1-hydroxymethylpyrene
162	P08319	NAD+
163	P08319	2-hydroxymethylpyrene
164	P08319	NAD+
165	P08319	4-hydroxymethylpyrene
166	P08319	NAD+
167	P08319	ethanol
168	P08319	NAD+
169	P08319	ethanol
170	P08319	NAD+
171	P08319	more
172	Q6RS93	2-propanol
173	Q6RS93	NAD+
174	Q6RS93	2-propanol
175	Q6RS93	NAD+
176	Q6RS93	ethanol
177	Q6RS93	NAD+
178	Q6RS93	ethanol
179	Q6RS93	NAD+
