	uniprot_ids	substrates
0	Q9RGS8	more
1	Q9RGS8	sphingomyelin
2	Q9RGS8	H2O
3	Q9RGS8	phosphatidylcholine
4	Q9RGS8	H2O
5	Q8BGN3	more
6	Q8BGN3	lysophosphatidylcholine
7	Q8BGN3	H2O
8	Q8BGN3	p-nitrophenyl phenylphosphate
9	Q8BGN3	H2O
10	Q8BGN3	p-nitrophenyl phosphorylcholine
11	Q8BGN3	H2O
12	Q8BGN3	p-nitrophenyl phosphorylcholine
13	Q8BGN3	H2O
14	Q6UWR7	more
15	Q6UWR7	1-palmitoyl-lysophosphatidylcholine
16	Q6UWR7	H2O
17	Q6UWR7	1-arachidonoyl-2-lysophosphatidylcholine
18	Q6UWR7	H2O
19	Q6UWR7	1-arachidoyl-2-lysophosphatidylcholine
20	Q6UWR7	H2O
21	Q6UWR7	1-lauroyl-lysophosphatidylcholine
22	Q6UWR7	H2O
23	Q6UWR7	1-linoleoyl-lysophosphatidylcholine
24	Q6UWR7	H2O
25	Q6UWR7	1-myristoyl-lysophosphatidylcholine
26	Q6UWR7	H2O
27	Q6UWR7	1-oleoyl-lysophosphatidylcholine
28	Q6UWR7	H2O
29	Q6UWR7	1-stearoyl-lysophosphatidylcholine
30	Q6UWR7	H2O
31	Q6UWR7	egg lysophosphatidylcholine
32	Q6UWR7	H2O
33	Q6UWR7	glycerophosphorylcholine
34	Q6UWR7	H2O
35	Q6UWR7	lysoPAF
36	Q6UWR7	H2O
37	Q6UWR7	p-nitrophenyl phenylphosphate
38	Q6UWR7	H2O
39	Q6UWR7	p-nitrophenyl phosphorylcholine
40	Q6UWR7	H2O
41	Q6UWR7	platelet activating factor
42	Q6UWR7	H2O
43	Q6UWR7	sphingosylphosphorylcholine
44	Q6UWR7	H2O
45	O06350	triolein
46	O06350	H2O
47	O06350	phosphatidylcholine
48	O06350	H2O
49	Q1RQG7	phosphatidylcholine
50	Q1RQG7	H2O
51	Q9SRQ7	phosphatidylethanolamine
52	Q9SRQ7	H2O
53	Q9SRQ7	phosphatidylcholine
54	Q9SRQ7	H2O
55	Q9SRQ7	phosphatidylcholine
56	Q9SRQ7	H2O
57	P09598	1,2-dihexanoyl-sn-glycero-3-phosphoethanolamine
58	P09598	H2O
59	P09598	1,2-dihexanoyl-sn-glycero-3-phospho-L-serine
60	P09598	H2O
61	P09598	1,2-dihexanoyl-sn-glycero-3-phosphocholine
62	P09598	H2O
63	Q9SRQ6	phosphatidic acid
64	Q9SRQ6	H2O
65	Q9S816	phosphatidylethanolamine
66	Q9S816	H2O
67	Q9S816	phosphatidylcholine
68	Q9S816	H2O
69	Q5ZZJ8	more
70	Q5ZZJ8	phosphatidylcholine
71	Q5ZZJ8	H2O
72	Q5ZZJ8	phosphatidylglycerol
73	Q5ZZJ8	H2O
74	Q5ZZJ8	phosphatidylinositol
75	Q5ZZJ8	H2O
76	A0A0E4B8Q4	more
77	A0A0E4B8Q4	1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine
78	A0A0E4B8Q4	H2O
79	A0A0E4B8Q4	L-alpha-lysophosphatidylcholine
80	A0A0E4B8Q4	H2O
81	A0A0E4B8Q4	choline plasmalogen
82	A0A0E4B8Q4	H2O
0	O76074	3',5'-cGMP
1	O76074	H2O
2	O76074	guanosine 3',5'-cyclic phosphate
3	O76074	H2O
4	O76074	cGMP
5	O76074	H2O
6	Q8MLZ3	guanosine 3',5'-cyclic phosphate
7	Q8MLZ3	H2O
8	Q8QZV1	guanosine 3',5'-cyclic phosphate
9	Q8QZV1	H2O
10	O70628	3',5'-cGMP
11	O70628	H2O
12	O70628	guanosine 3',5'-cyclic phosphate
13	O70628	H2O
14	Q8UUY7	guanosine 3',5'-cyclic phosphate
15	Q8UUY7	H2O
16	O76083	guanosine 3',5'-cyclic phosphate
17	O76083	H2O
18	Q2V2M6	3',5'-cGMP
19	Q2V2M6	H2O
20	Q864F1	3',5'-cGMP
21	Q864F1	H2O
22	P52731	3',5'-cGMP
23	P52731	H2O
24	P52731	more
25	P52731	3',5'-cAMP
26	P52731	H2O
27	O54735	3',5'-cGMP
28	O54735	H2O
29	O54735	more
30	Q8CG03	3',5'-cGMP
31	Q8CG03	H2O
0	P06961	2',3'-cAMP
1	P06961	H2O
2	P06961	2',3'-cGMP
3	P06961	H2O
4	P06961	2'-AMP
5	P06961	H2O
6	P06961	ADP
7	P06961	H2O
8	P06961	ATP
9	P06961	H2O
10	P06961	CDP
11	P06961	H2O
12	P06961	CTP
13	P06961	H2O
14	P06961	NADP+
15	P06961	H2O
16	P06961	diphosphate
17	P06961	H2O
18	P06961	p-nitrophenyl phosphate
19	P06961	H2O
20	P09543	cyclic 2',3'-AMP
21	P09543	H2O
22	P16330	nucleoside 2',3'-cyclic phosphate
23	P16330	H2O
24	P16330	nucleoside 2',3'-cyclic phosphate
25	P16330	H2O
