	uniprot_ids	substrates
0	P0AB91	phosphoenolpyruvate
1	P0AB91	D-erythrose 4-phosphate
2	P0AB91	H2O
3	P0AB91	phosphoenolpyruvate
4	P0AB91	D-erythrose 4-phosphate
5	P0AB91	H2O
6	P0AB91	phosphoenolpyruvate
7	P0AB91	D-erythrose 4-phosphate
8	P0AB91	H2O
9	P0AB91	phosphoenolpyruvate
10	P0AB91	D-erythrose 4-phosphate
11	P0AB91	H2O
12	O53512	phosphoenolpyruvate
13	O53512	D-erythrose 4-phosphate
14	O53512	H2O
15	O53512	phosphoenolpyruvate
16	O53512	D-erythrose 4-phosphate
17	O53512	H2O
18	O53512	phosphoenolpyruvate
19	O53512	erythrose 4-phosphate
20	O53512	H2O
21	Q8U0A9	phosphoenolpyruvate
22	Q8U0A9	2-deoxy-D-ribose 5-phosphate
23	Q8U0A9	H2O
24	Q8U0A9	phosphoenolpyruvate
25	Q8U0A9	D-ribose 5-phosphate
26	Q8U0A9	H2O
27	Q8U0A9	phosphoenolpyruvate
28	Q8U0A9	D-erythrose 4-phosphate
29	Q8U0A9	H2O
30	Q8U0A9	more
31	Q8U0A9	phosphoenolpyruvate
32	Q8U0A9	D-arabinose 5-phosphate
33	Q8U0A9	phosphoenolpyruvate
34	Q8U0A9	2-deoxy-D-erythrose 4-phosphate
35	Q8U0A9	H2O
36	Q9YEJ7	phosphoenolpyruvate
37	Q9YEJ7	D-erythrose 4-phosphate
38	Q9YEJ7	H2O
39	O68903	phosphoenolpyruvate
40	O68903	D-erythrose 4-phosphate
41	O68903	H2O
42	Q0D4J5	phosphoenolpyruvate
43	Q0D4J5	D-erythrose 4-phosphate
44	Q0D4J5	H2O
45	Q9K169	phosphoenolpyruvate
46	Q9K169	D-erythrose 4-phosphate
47	Q9K169	H2O
48	Q9WYH8	phosphoenolpyruvate
49	Q9WYH8	D-erythrose 4-phosphate
50	Q9WYH8	H2O
0	O68662	phosphoenolpyruvate
1	O68662	D-arabinose 5-phosphate
2	O68662	phosphoenolpyruvate
3	O68662	D-arabinose 5-phosphate
4	O66496	phosphoenolpyruvate
5	O66496	D-arabinose 5-phosphate
6	O66496	phosphoenolpyruvate
7	O66496	D-arabinose 5-phosphate
8	O66496	phosphoenolpyruvate
9	O66496	D-arabinose 5-phosphate
10	O66496	H2O
11	Q9Z7I4	phosphoenolpyruvate
