	uniprot_ids	substrates
0	L0EKQ7	more
1	L0EKQ7	4-nitrophenyl alpha-D-glucopyranoside
2	L0EKQ7	H2O
3	L0EKQ7	ginsenoside 20(S)-Rg3
4	L0EKQ7	H2O
5	L0EKQ7	2-nitrophenyl beta-D-glucopyranoside
6	L0EKQ7	H2O
7	L0EKQ7	4-nitrophenyl beta-D-glucopyranoside
8	L0EKQ7	H2O
9	L0EKQ7	gypenoside XVII
10	L0EKQ7	H2O
11	L0EKQ7	ginsenoside F2
12	L0EKQ7	H2O
13	L0EKQ7	ginsenoside Rb2
14	L0EKQ7	H2O
15	H5U8W4	more
16	H5U8W4	2-nitrophenyl-beta-D-glucopyranoside
17	H5U8W4	H2O
18	H5U8W4	4-nitrophenyl-beta-D-glucopyranoside
19	H5U8W4	H2O
20	H5U8W4	ginsenoside C-K
21	H5U8W4	H2O
22	H5U8W4	ginsenoside F2
23	H5U8W4	H2O
24	H5U8W4	gypenoside LXXV
25	H5U8W4	H2O
26	H5U8W4	gypenoside XVII
27	H5U8W4	H2O
28	D2KAT1	more
29	D2KAT1	ginsenoside Rd
30	D2KAT1	H2O
31	D2KAT1	ginsenoside F2
32	D2KAT1	H2O
33	D2KAT1	ginsenoside Rb1
34	D2KAT1	H2O
35	D2KAT1	2-nitrophenyl beta-D-glucopyranoside
36	D2KAT1	H2O
37	D2KAT1	4-nitrophenyl beta-D-glucopyranoside
38	D2KAT1	H2O
39	D2KAT1	ginsenoside C-Mx1
40	D2KAT1	H2O
41	D2KAT1	ginsenoside Rb3
42	D2KAT1	H2O
43	D2KAT1	ginsenoside Rg3(S)
44	D2KAT1	H2O
45	D2KAT1	ginsenoside Rh2(S)
46	D2KAT1	H2O
47	D2KAT1	gypenoside XVII
48	D2KAT1	H2O
49	D2KAT1	ginsenoside Rb2
50	D2KAT1	H2O
51	D2KAT1	ginsenoside C-Mc1
52	D2KAT1	H2O
53	D2KAT1	ginsenoside C-O
54	D2KAT1	H2O
55	D2KAT1	ginsenoside Rc
56	D2KAT1	H2O
0	A5IL43	ginsenoside Rb1
1	A5IL43	H2O
2	A5IL43	more
3	A5IL43	ginsenoside Rd
4	A5IL43	H2O
5	A5IL43	4-nitrophenyl beta-D-glucopyranoside
6	A5IL43	H2O
7	A5IL43	2-nitrophenyl beta-D-glucopyranoside
8	A5IL43	H2O
9	A5IL43	ginsenoside F2
10	A5IL43	H2O
11	A5IL43	ginsenoside Rb1
12	A5IL43	H2O
13	A5IL43	ginsenoside Rd
14	A5IL43	H2O
15	A5IL43	ginsenoside Re
16	A5IL43	H2O
17	A5IL43	ginsenoside Rg1
18	A5IL43	H2O
19	A5IL43	ginsenoside compound K
20	A5IL43	H2O
21	H5U8W4	more
22	H5U8W4	2-nitrophenyl-beta-D-glucopyranoside
23	H5U8W4	H2O
24	H5U8W4	4-nitrophenyl-beta-D-glucopyranoside
25	H5U8W4	H2O
26	H5U8W4	ginsenoside Rb1
27	H5U8W4	H2O
28	H5U8W4	ginsenoside Rd
29	H5U8W4	H2O
30	F7YVT1	ginsenoside Rb1
31	F7YVT1	H2O
32	F7YVT1	more
33	F7YVT1	ginsenoside Rd
34	F7YVT1	H2O
35	F7YVT1	4-nitrophenyl beta-D-glucopyranoside
36	F7YVT1	H2O
37	F7YVT1	ginsenoside F2
38	F7YVT1	H2O
39	F7YVT1	ginsenoside Rb1
40	F7YVT1	H2O
41	F7YVT1	ginsenoside Rd
42	F7YVT1	H2O
43	F7YVT1	ginsenoside Re
44	F7YVT1	H2O
45	F7YVT1	ginsenoside Rg1
46	F7YVT1	H2O
47	F7YVT1	ginsenoside compound K
48	F7YVT1	H2O
49	A0A142G555	more
50	A0A142G555	ginsenoside Rd
51	A0A142G555	H2O
52	A0A142G555	ginsenoside F1
53	A0A142G555	H2O
54	A0A142G555	ginsenoside Rb1
55	A0A142G555	H2O
56	A0A142G555	ginsenoside Re
57	A0A142G555	H2O
58	A0A142G555	ginsenoside Rg1
59	A0A142G555	H2O
0	M5AXT3	ginsenoside F2
1	M5AXT3	H2O
2	M5AXT3	ginsenoside Rb1
3	M5AXT3	H2O
4	M5AXT3	more
5	M5AXT3	4-nitrophenyl-beta-D-glucopyranoside
6	M5AXT3	H2O
7	M5AXT3	2-nitrophenyl-beta-D-glucopyranoside
8	M5AXT3	H2O
0	H5U8W4	more
1	H5U8W4	2-nitrophenyl-beta-D-glucopyranoside
2	H5U8W4	H2O
3	H5U8W4	4-nitrophenyl-beta-D-glucopyranoside
4	H5U8W4	H2O
5	H5U8W4	notoginsenoside R1
6	H5U8W4	H2O
7	H5U8W4	ginsenoside F1
8	H5U8W4	H2O
9	H5U8W4	ginsenoside Re
10	H5U8W4	H2O
11	H5U8W4	ginsenoside Rg1
12	H5U8W4	H2O
13	A0A142G555	more
14	A0A142G555	ginsenoside F1
15	A0A142G555	H2O
16	A0A142G555	ginsenoside Re
17	A0A142G555	H2O
18	A0A142G555	ginsenoside Rg1
19	A0A142G555	H2O
20	A0A142G555	ginsenoside Rb1
21	A0A142G555	H2O
22	A0A142G555	ginsenoside Rd
23	A0A142G555	H2O
24	L0EKQ7	more
25	L0EKQ7	ginsenoside Re
26	L0EKQ7	H2O
27	L0EKQ7	ginsenoside Rg1
28	L0EKQ7	H2O
0	F7YTI3	ginsenoside Rc
1	F7YTI3	H2O
0	P15067	G3-beta-cyclodextrin
1	P15067	H2O
2	P15067	G4-beta-cyclodextrin
3	P15067	H2O
4	P15067	more
5	P15067	beta-cyclodextrin-alpha-1,6-linked maltopentaose
6	P15067	H2O
7	P15067	beta-cyclodextrin-alpha-1,6-linked maltotetraose
8	P15067	H2O
9	P15067	beta-cyclodextrin-alpha-1,6-linked maltotriose
10	P15067	H2O
11	P15067	phosphorylase-limit dextrin
12	P15067	H2O
0	C6W7B1	beta-D-mannopyranosyl-(1->2)-D-mannopyranose
1	C6W7B1	H2O
2	C6W7B1	beta-D-mannopyranosyl-(1->2)-beta-D-mannopyranosyl-(1->2)-D mannopyranose
3	C6W7B1	H2O
4	C6W7B1	beta-D-mannopyranosyl-(1->2)-beta-D-mannopyranosyl-(1->2)-beta-D mannopyranosyl-(1->2)-D-mannopyranose
5	C6W7B1	H2O
6	Q8A186	beta-D-mannopyranosyl-(1->2)-D-mannopyranose
7	Q8A186	H2O
8	Q8A186	beta-D-mannopyranosyl-(1->2)-beta-D-mannopyranosyl-(1->2)-D mannopyranose
9	Q8A186	H2O
10	Q8A186	beta-D-mannopyranosyl-(1->2)-beta-D-mannopyranosyl-(1->2)-beta-D mannopyranosyl-(1->2)-D-mannopyranose
11	Q8A186	H2O
12	Q8A186	more
13	Q8A186	Candida mannan
14	Q8A186	H2O
15	A7M0J4	Candida mannan
16	A7M0J4	H2O
0	D6D1V7	4-methylumbelliferyl (alpha-D-glucopyranosyl)-(1->3)-alpha-D-mannopyranoside
1	D6D1V7	H2O
2	D6D1V7	4-methylumbelliferyl (alpha-D-mannopyranosyl)-(1->3)-alpha-D-mannopyranoside
3	D6D1V7	H2O
4	D6D1V7	methyl alpha-D-mannopyranosyl-(1->3)-alpha-D-mannopyranosyl-(1 2)-alpha-D-mannopyranosyl-(1,2)-alpha-D-mannopyranoside
5	D6D1V7	H2O
6	D6D1V7	more
7	Q8A109	4-methylumbelliferyl (alpha-D-glucopyranosyl)-(1->3)-alpha-D-mannopyranoside
8	Q8A109	H2O
9	Q8A109	4-methylumbelliferyl (alpha-D-mannopyranosyl)-(1->3)-alpha-D-mannopyranoside
10	Q8A109	H2O
11	Q8A109	methyl alpha-D-mannopyranosyl-(1->3)-alpha-D-mannopyranosyl-(1 2)-alpha-D-mannopyranosyl-(1,2)-alpha-D-mannopyranoside
12	Q8A109	H2O
13	Q8A109	more
14	Q8A109	methyl alpha-D-mannopyranosyl-(1->3)-alpha-D-mannopyranosyl-(1->2)-alpha-D mannopyranosyl-(1->2)-alpha-D-mannopyranoside
15	Q8A109	H2O
0	P32138	more
1	P32138	4-nitrophenyl alpha-sulfoquinovoside
2	P32138	H2O
3	P32138	1-sulfoquinovosylglycerol
4	P32138	H2O
5	P32138	a sulfoquinovosyl diacylglyceride
6	P32138	H2O
0	Q9FQ07	amylopectin
1	Q9FQ07	H2O
2	Q9FQ07	more
3	Q9FQ07	starch
4	Q9FQ07	H2O
5	Q9FQ07	amylose
6	Q9FQ07	H2O
7	Q9FQ07	p-nitrophenylmaltopentaoside
8	Q9FQ07	H2O
9	O23553	starch
10	O23553	H2O
11	O23553	starch
12	O23553	H2O
13	Q9LIR6	starch
14	Q9LIR6	H2O
15	Q9LIR6	starch
16	Q9LIR6	H2O
17	Q9LIR6	more
18	Q9LIR6	4-nitrophenyl maltopentaose
19	Q9LIR6	H2O
20	Q3S4X4	alpha-glucan
21	Q3S4X4	H2O
22	Q9RM92	starch
23	Q9RM92	H2O
24	P10537	starch
25	P10537	H2O
26	P10537	starch
27	P10537	H2O
28	D0VBH4	starch
29	D0VBH4	H2O
30	P10538	amylopectin
31	P10538	H2O
32	P10538	starch
33	P10538	H2O
34	P10538	amylopectin
35	P10538	H2O
36	P10538	maltoheptaose
37	P10538	H2O
38	P10538	maltopentaose
39	P10538	H2O
