	uniprot_ids	substrates
0	P23336	UDP-galactose
1	P23336	beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R
2	P50127	UDP-galactose
3	P50127	beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R
4	P14769	more
5	P14769	UDP-galactose
6	P14769	lactose
7	P14769	UDP-2-acetonyl-2-deoxy-galactose
8	P14769	N-acetyllactosaminyl-chitotriose
9	P14769	UDP-2-acetonyl-2-deoxy-galactose
10	P14769	asialofetuin
11	P14769	UDP-Gal
12	P14769	Gal-beta-1,4-GlcNAc-(CH2)8CO2CH3
13	P14769	UDP-N-acetyl-azido-galactosamine
14	P14769	N-acetyllactosaminyl-chitotriose
15	P14769	UDP-N-acetylgalactosamine
16	P14769	N-acetyllactosamine
17	P14769	UDP-N-acetylgalactosamine
18	P14769	lactose
19	P14769	UDP-alpha-D-galactose
20	P14769	N-acetyllactosamine
21	P14769	UDP-galactose
22	P14769	D-galactose
23	P14769	UDP-galactose
24	P14769	H2O
25	P14769	UDP-galactose
26	P14769	N-acetyllactosamine
27	P14769	UDP-galactose
28	P14769	lactose
29	P14769	UDP-galactose
30	P14769	p-nitrophenyl-alpha-D-galactoside
31	P14769	UDP-galactose
32	P14769	p-nitrophenyl-beta-D-galactoside
33	P14769	UDP-galactose
34	P14769	lactose
35	Q8SQ20	UDP-alpha-D-galactose
36	Q8SQ20	beta-D-galactosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-R
37	B5T072	more
38	B5T072	UDP-alpha-D-galactose
39	B5T072	N-acetyl-alpha-D-glucosamine-diphospho-O-(CH2)9CH3
0	P38649	more
1	O75752	UDP-N-acetyl-D-galactosamine
2	O75752	N-acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1 4-D-glucosylceramide
3	O75752	UDP-N-acetyl-D-galactosamine
4	O75752	N-acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1 4-D-glucosylceramide
5	Q95158	UDP-N-acetyl-D-galactosamine
6	Q95158	N-acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1 4-D-glucosylceramide
7	Q95158	UDP-N-acetyl-D-galactosamine
8	Q95158	N-acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1 4-D-glucosylceramide
9	Q95158	UDP-N-acetyl-D-galactosamine
10	Q95158	N-acetyl-D-galactosaminyl-1,3-D-galactosyl-R
11	Q8N5D6	UDP-N-acetyl-D-galactosamine
12	Q8N5D6	N-acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1 4-D-glucosylceramide
13	Q8N5D6	UDP-N-acetyl-D-galactosamine
14	Q8N5D6	N-acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1 4-D-glucosylceramide
15	Q8N5D6	more
16	Q8N5D6	UDP-N-acetyl-alpha-D-galactosamine
17	Q8N5D6	N-acetyl-D-galactosaminyl-(1->3)-D-galactosyl-(1->4)-D-galactosyl-(1 >4)-D-glucosylceramide
0	Q8GP32	sucrose
1	Q8GP32	(2,1-beta-D-fructosyl)n
2	Q8GP32	sucrose
3	Q8GP32	[(2->1)-beta-D-fructosyl]n
4	Q8GP32	sucrose
5	Q8GP32	(2,1-beta-D-fructosyl)n
6	Q8GP32	sucrose
7	Q8GP32	H2O
8	Q8GP32	sucrose
9	Q8GP32	kestose
10	Q8GP32	sucrose
11	Q8GP32	raffinose
12	Q8GP32	sucrose
13	Q8GP32	sucrose
14	Q8GP32	sucrose
15	Q8GP32	sucrose
16	Q8GP32	sucrose
17	Q8GP32	sucrose
18	Q8GP32	sucrose
19	Q8GP32	[(2->1)-beta-D-fructosyl]n
20	Q8GP32	more
21	Q8GP32	sucrose
22	Q8GP32	H2O
23	Q7X481	sucrose
24	Q7X481	[(2->1)-beta-D-fructosyl]n
25	Q7X481	sucrose
