	uniprot_ids	substrates
0	O66939	more
1	O66939	D-lactate
2	O66939	NAD+
3	O66939	D-lactate
4	O66939	NAD+
5	P26297	(R)-lactate
6	P26297	NAD+
7	P26297	(R)-lactate
8	P26297	NAD+
9	P26297	pyruvate
10	P26297	NADH
11	P26297	H+
12	P26297	pyruvate
13	P26297	NADH
14	P26297	H+
15	P06149	(R)-lactate
16	P06149	NAD+
17	P06149	(R)-lactate
18	P06149	NAD+
19	P51011	(R)-lactate
20	P51011	NAD+
21	P51011	(R)-lactate
22	P51011	NAD+
23	Q9YEU4	(R)-lactate
24	Q9YEU4	NAD+
25	Q8RG11	2-oxobutyrate
26	Q8RG11	NADH
27	Q8RG11	H+
28	Q8RG11	2-oxobutyrate
29	Q8RG11	NADH
30	Q8RG11	H+
31	Q8RG11	phenylpyruvate
32	Q8RG11	NADH
33	Q8RG11	H+
34	Q8RG11	phenylpyruvate
35	Q8RG11	NADH
36	Q8RG11	H+
37	Q8RG11	phenylpyruvate
38	Q8RG11	NADH
39	Q8RG11	H+
40	Q8RG11	2-oxovalerate
41	Q8RG11	NADH
42	Q8RG11	H+
43	Q8RG11	2-oxovalerate
44	Q8RG11	NADH
45	Q8RG11	H+
46	Q8RG11	more
47	Q8RG11	hydroxypyruvate
48	Q8RG11	NADH
49	Q8RG11	H+
50	Q8RG11	hydroxypyruvate
51	Q8RG11	NADH
52	Q8RG11	H+
53	Q8RG11	pyruvate
54	Q8RG11	NADH
55	Q8RG11	H+
56	Q8RG11	pyruvate
57	Q8RG11	NADH
58	Q8RG11	H+
59	Q8RG11	(R)-lactate
60	Q8RG11	NAD+
61	Q8RG11	2-oxoisovalerate
62	Q8RG11	NADH
63	Q8RG11	H+
64	Q8RG11	glyoxylate
65	Q8RG11	NADH
66	Q8RG11	H+
67	Q8RG11	2-oxocaproate
68	Q8RG11	NADH
69	Q8RG11	H+
70	Q8RG11	2-oxoisocaproate
71	Q8RG11	NADH
72	Q8RG11	H+
73	Q8RG11	oxaloacetate
74	Q8RG11	NADH
75	Q8RG11	H+
76	F8A9V0	phenylpyruvate
77	F8A9V0	NADH
78	F8A9V0	H+
79	F8A9V0	phenylpyruvate
80	F8A9V0	NADH
81	F8A9V0	H+
82	F8A9V0	phenylpyruvate
83	F8A9V0	NADH
84	F8A9V0	H+
85	F8A9V0	more
86	F8A9V0	pyruvate
87	F8A9V0	NADH
88	F8A9V0	H+
89	F8A9V0	pyruvate
90	F8A9V0	NADH
91	F8A9V0	H+
92	F8A9V0	glyoxylate
93	F8A9V0	NADH
94	F8A9V0	H+
95	F8A9V0	oxaloacetate
96	F8A9V0	NADH
97	F8A9V0	H+
